Date: 01-06 at 19:24:10, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1446.06(14), mean: 2509.40, max: 2806.37
Date: 01-06 at 19:25:10, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1320.40(12), mean: 2400.05, max: 2814.05
Date: 01-06 at 19:26:11, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1311.32(12), mean: 2253.52, max: 2820.54
Date: 01-06 at 19:27:12, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1311.32(12), mean: 2316.67, max: 2859.53
Date: 01-06 at 19:28:14, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1311.32(12), mean: 1468.48, max: 1625.89
Date: 01-06 at 19:29:14, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1299.08(14), mean: 1510.79, max: 1677.07
Date: 01-06 at 19:30:14, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1295.32(13), mean: 1507.14, max: 1643.78
Date: 01-06 at 19:31:11, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1295.32(13), mean: 1407.05, max: 1560.24
Date: 01-06 at 19:32:14, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1295.32(13), mean: 1483.58, max: 1651.11
Date: 01-06 at 19:33:12, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1295.32(13), mean: 1513.52, max: 1672.45
Date: 01-06 at 19:34:11, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1295.32(13), mean: 1418.64, max: 1615.79
Date: 01-06 at 19:35:16, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1227.83(12), mean: 2320.68, max: 3082.56
Date: 01-06 at 19:36:15, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1227.65(12), mean: 1459.57, max: 1624.77
Date: 01-06 at 19:37:17, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1227.65(12), mean: 1450.51, max: 1644.27
Date: 01-06 at 19:38:15, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1227.65(12), mean: 1491.93, max: 1641.24
Date: 01-06 at 19:39:12, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1215.13(13), mean: 1332.56, max: 1437.34
Date: 01-06 at 19:40:11, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1202.45(12), mean: 1403.21, max: 1520.48
Date: 01-06 at 19:41:07, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1202.45(12), mean: 1323.28, max: 1427.45
Date: 01-06 at 19:42:07, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1199.34(12), mean: 1349.00, max: 1499.59
Date: 01-06 at 19:43:05, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1299.25, max: 1394.31
Date: 01-06 at 19:44:03, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1377.46, max: 1503.51
Date: 01-06 at 19:45:01, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1405.37, max: 1485.44
Date: 01-06 at 19:45:59, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1297.28, max: 1488.46
Date: 01-06 at 19:46:56, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1266.55, max: 1404.12
Date: 01-06 at 19:47:57, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 2321.88, max: 2864.04
Date: 01-06 at 19:48:57, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1454.44, max: 1577.34
Date: 01-06 at 19:49:57, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1467.42, max: 1559.30
Date: 01-06 at 19:50:56, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1433.05, max: 1597.15
Date: 01-06 at 19:51:57, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 2374.76, max: 2876.28
Date: 01-06 at 19:52:59, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1117.53, best obj: 1198.87(12), mean: 1437.25, max: 1566.69
