Date: 07-16 at 06:36:22, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1813.86(17) mean: 2753.54, max: 3495.22
Date: 07-16 at 06:37:13, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1731.90(17) mean: 2650.96, max: 3430.45
Date: 07-16 at 06:38:09, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1702.52(16) mean: 2557.21, max: 3029.64
Date: 07-16 at 06:39:04, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1680.94(16) mean: 2413.21, max: 3010.58
Date: 07-16 at 06:39:58, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1680.94(16) mean: 2295.57, max: 3008.86
Date: 07-16 at 06:40:58, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1665.16(16) mean: 1784.40, max: 1969.59
Date: 07-16 at 06:41:50, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1660.89(16) mean: 1790.47, max: 2005.03
Date: 07-16 at 06:42:42, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1660.89(16) mean: 1809.99, max: 2072.17
Date: 07-16 at 06:43:36, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1660.89(16) mean: 1901.21, max: 2169.41
Date: 07-16 at 06:44:32, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1660.89(16) mean: 1952.90, max: 2238.08
Date: 07-16 at 06:45:27, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1660.89(16) mean: 1747.77, max: 1853.43
Date: 07-16 at 06:46:26, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1660.89(16) mean: 1852.94, max: 2108.70
Date: 07-16 at 06:47:17, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1657.19(16) mean: 1847.10, max: 2161.92
Date: 07-16 at 06:48:07, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1830.61, max: 2207.47
Date: 07-16 at 06:48:57, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1887.92, max: 2242.27
Date: 07-16 at 06:49:55, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1809.03, max: 2194.19
Date: 07-16 at 06:50:42, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1855.11, max: 2235.57
Date: 07-16 at 06:51:33, iter: 19, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1832.34, max: 2260.94
Date: 07-16 at 06:52:26, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1858.75, max: 1996.85
Date: 07-16 at 06:53:12, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1936.40, max: 2111.39
Date: 07-16 at 06:54:05, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1870.52, max: 2111.25
Date: 07-16 at 06:54:56, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1831.46, max: 2196.05
Date: 07-16 at 06:55:40, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1846.70, max: 2112.28
Date: 07-16 at 06:56:30, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1861.40, max: 2156.40
Date: 07-16 at 06:57:21, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1646.57(16) mean: 1878.68, max: 2228.91
Date: 07-16 at 06:58:11, iter: 29, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1626.02(17) mean: 1748.52, max: 2069.05
Date: 07-16 at 06:59:03, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1623.59(16) mean: 1789.69, max: 2107.21
Date: 07-16 at 06:59:55, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1623.59(16) mean: 1822.47, max: 2124.69
Date: 07-16 at 07:00:43, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1623.59(16) mean: 1875.18, max: 2201.98
Date: 07-16 at 07:01:40, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1623.59(16) mean: 1716.68, max: 1810.77
Date: 07-16 at 07:02:30, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 1461.23 best obj: 1623.59(16) mean: 1794.81, max: 1899.53
