Date: 11-21 at 05:15:58, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1582.17(13), mean: 3328.95, max: 3918.03
Date: 11-21 at 05:17:33, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1217.31(13), mean: 3274.82, max: 3847.94
Date: 11-21 at 05:19:10, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1127.69(12), mean: 3301.39, max: 3882.82
Date: 11-21 at 05:20:54, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1100.29(11), mean: 3015.88, max: 3700.06
Date: 11-21 at 05:22:38, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1100.29(11), mean: 1304.12, max: 1487.50
Date: 11-21 at 05:24:19, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1100.29(11), mean: 1298.88, max: 1543.79
Date: 11-21 at 05:25:54, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1096.94(14), mean: 1287.22, max: 1533.63
Date: 11-21 at 05:27:32, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1039.72(13), mean: 1188.13, max: 1437.26
Date: 11-21 at 05:29:17, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1036.14(13), mean: 1212.22, max: 1488.69
Date: 11-21 at 05:31:02, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1036.14(13), mean: 1204.84, max: 1379.74
Date: 11-21 at 05:32:45, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1036.14(13), mean: 1168.17, max: 1323.76
Date: 11-21 at 05:34:30, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1034.77(13), mean: 1132.39, max: 1281.46
Date: 11-21 at 05:34:39, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1615.74(13), mean: 3571.84, max: 4165.48
Date: 11-21 at 05:36:13, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1458.99(13), mean: 3516.41, max: 4062.86
Date: 11-21 at 05:36:17, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1034.77(13), mean: 1138.47, max: 1257.09
Date: 11-21 at 05:37:51, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1302.84(15), mean: 3326.19, max: 4008.22
Date: 11-21 at 05:37:56, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1034.77(13), mean: 1152.37, max: 1279.11
Date: 11-21 at 05:39:27, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1146.20(14), mean: 2950.74, max: 3536.65
Date: 11-21 at 05:39:41, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1013.38(13), mean: 1128.88, max: 1313.99
Date: 11-21 at 05:41:11, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1124.12(14), mean: 2825.04, max: 3404.01
Date: 11-21 at 05:41:18, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1010.80(13), mean: 1098.95, max: 1218.18
Date: 11-21 at 05:42:47, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1111.79(14), mean: 2592.28, max: 3234.86
Date: 11-21 at 05:42:59, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1010.80(13), mean: 1086.34, max: 1198.18
Date: 11-21 at 05:44:28, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1111.79(14), mean: 2618.91, max: 3261.71
Date: 11-21 at 05:44:36, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1010.80(13), mean: 1105.15, max: 1229.40
Date: 11-21 at 05:46:11, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1008.33(13), mean: 1783.95, max: 2733.63
Date: 11-21 at 05:46:14, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1010.80(13), mean: 1121.65, max: 1264.26
Date: 11-21 at 05:47:53, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 973.40(12), mean: 1516.00, max: 2683.45
Date: 11-21 at 05:47:58, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 1010.80(13), mean: 1080.16, max: 1206.42
Date: 11-21 at 05:49:27, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 973.40(12), mean: 1130.97, max: 1331.20
Date: 11-21 at 05:49:33, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 828.07, best obj: 990.73(12), mean: 1074.36, max: 1205.84
