Date: 03-24 at 15:52:22, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 1076.39(11), mean: 1651.68, max: 1983.78
Date: 03-24 at 15:52:25, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 1046.39(11), mean: 1635.47, max: 2012.37
Date: 03-24 at 15:52:28, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 1045.23(11), mean: 1655.46, max: 2031.47
Date: 03-24 at 15:52:31, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 1043.57(11), mean: 1714.20, max: 2101.18
Date: 03-24 at 15:52:35, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 1043.57(11), mean: 1706.06, max: 2120.51
Date: 03-24 at 15:52:39, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 1043.57(11), mean: 1665.77, max: 2081.13
Date: 03-24 at 15:52:45, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 1043.57(11), mean: 1356.10, max: 1851.35
Date: 03-24 at 15:52:52, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 1006.20(10), mean: 1180.87, max: 1354.83
Date: 03-24 at 15:52:55, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 965.71(10), mean: 1223.45, max: 1346.05
Date: 03-24 at 15:53:02, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 965.71(10), mean: 1142.87, max: 1265.37
Date: 03-24 at 15:53:06, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 965.71(10), mean: 1149.66, max: 1280.09
Date: 03-24 at 15:53:11, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 965.71(10), mean: 1151.23, max: 1360.74
Date: 03-24 at 15:53:15, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 964.69(9), mean: 1086.28, max: 1246.95
Date: 03-24 at 15:53:20, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 947.92(9), mean: 1053.86, max: 1106.21
Date: 03-24 at 15:53:26, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 943.78(9), mean: 1005.08, max: 1118.91
Date: 03-24 at 15:53:29, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 940.61(9), mean: 1053.27, max: 1177.62
Date: 03-24 at 15:53:33, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 940.61(9), mean: 1110.92, max: 1254.74
Date: 03-24 at 15:53:40, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 939.72(9), mean: 981.41, max: 1049.83
Date: 03-24 at 15:53:47, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 937.33(9), mean: 967.87, max: 1040.50
Date: 03-24 at 15:53:56, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 935.94(9), mean: 957.12, max: 975.64
Date: 03-24 at 15:54:02, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 956.34, max: 975.64
Date: 03-24 at 15:54:13, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 968.25, max: 1047.32
Date: 03-24 at 15:54:24, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 964.03, max: 1005.83
Date: 03-24 at 15:54:31, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 960.77, max: 991.15
Date: 03-24 at 15:54:38, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 960.27, max: 991.15
Date: 03-24 at 15:54:43, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 1575.11, max: 1886.21
Date: 03-24 at 15:54:49, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 1353.00, max: 1786.66
Date: 03-24 at 15:54:54, particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 1220.85, max: 1649.94
Date: 03-24 at 15:55:02, particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 1074.07, max: 1554.63
Date: 03-24 at 15:55:09, particle: 15, iter: 34, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 1560.51, max: 1897.23
Date: 03-24 at 15:55:13, particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, best obj: 932.61(9), mean: 1466.37, max: 1860.44
