Date: 03-25 at 03:07:29, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 1130.25(10), mean: 1584.12, max: 1875.46
Date: 03-25 at 03:07:33, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 1032.11(9), mean: 1346.48, max: 1832.45
Date: 03-25 at 03:07:37, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 999.09(9), mean: 1246.40, max: 1763.34
Date: 03-25 at 03:07:42, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 960.71(9), mean: 1183.68, max: 1381.90
Date: 03-25 at 03:07:49, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 953.77(9), mean: 1089.34, max: 1285.87
Date: 03-25 at 03:07:53, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 953.77(9), mean: 1098.14, max: 1257.31
Date: 03-25 at 03:07:57, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1128.51, max: 1361.77
Date: 03-25 at 03:08:00, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1179.63, max: 1433.27
Date: 03-25 at 03:08:07, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1080.74, max: 1148.51
Date: 03-25 at 03:08:14, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1013.36, max: 1064.99
Date: 03-25 at 03:08:22, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1026.07, max: 1133.18
Date: 03-25 at 03:08:32, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1524.39, max: 1949.54
Date: 03-25 at 03:08:36, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1358.74, max: 1808.08
Date: 03-25 at 03:08:41, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1303.03, max: 1780.91
Date: 03-25 at 03:08:49, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 950.52(9), mean: 1117.25, max: 1305.39
Date: 03-25 at 03:08:54, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 942.59(9), mean: 1580.11, max: 1877.47
Date: 03-25 at 03:08:58, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 942.59(9), mean: 1333.09, max: 1755.48
