Date: 11-12 at 20:19:09, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1415.31(17), mean: 2190.85, max: 2967.77
Date: 11-12 at 20:20:27, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1373.42(15), mean: 2180.47, max: 2898.69
Date: 11-12 at 20:21:45, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1372.40(15), mean: 2199.91, max: 2934.22
Date: 11-12 at 20:23:07, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1370.43(16), mean: 1475.48, max: 1557.89
Date: 11-12 at 20:24:22, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1315.29(15), mean: 1518.71, max: 1609.00
Date: 11-12 at 20:25:38, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.12(15), mean: 1506.95, max: 1606.55
Date: 11-12 at 20:26:55, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.11(15), mean: 1542.29, max: 1644.75
Date: 11-12 at 20:28:14, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1529.89, max: 1688.55
Date: 11-12 at 20:29:39, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1407.38, max: 1558.59
Date: 11-12 at 20:30:57, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1371.74, max: 1429.55
Date: 11-12 at 20:32:14, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1397.09, max: 1451.59
Date: 11-12 at 20:33:35, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1366.18, max: 1449.55
Date: 11-12 at 20:34:54, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1382.25, max: 1440.86
Date: 11-12 at 20:36:10, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1393.79, max: 1454.00
Date: 11-12 at 20:37:25, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1395.81, max: 1470.52
Date: 11-12 at 20:38:43, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1403.03, max: 1526.33
Date: 11-12 at 20:39:58, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1428.85, max: 1571.21
Date: 11-12 at 20:41:16, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 1239.37, best obj: 1312.08(15), mean: 1366.78, max: 1396.49
