Date: 07-06 at 15:56:58, iter: 1, new1, Khoo: 1613.59, current_best: 1937.32 best obj: 1937.32(23) mean: 2583.04, max: 2806.75
Date: 07-06 at 15:58:09, iter: 2, new1, Khoo: 1613.59, current_best: 1793.74 best obj: 1793.74(22) mean: 2596.84, max: 2802.05
Date: 07-06 at 15:59:16, iter: 3, new1, Khoo: 1613.59, current_best: 1776.33 best obj: 1776.33(22) mean: 2530.00, max: 2764.06
Date: 07-06 at 16:00:29, iter: 4, new1, Khoo: 1613.59, current_best: 1776.25 best obj: 1776.25(22) mean: 2421.66, max: 2789.93
Date: 07-06 at 16:01:46, iter: 5, new1, Khoo: 1613.59, current_best: 1771.60 best obj: 1771.60(22) mean: 1856.54, max: 1928.31
Date: 07-06 at 16:02:52, iter: 6, new1, Khoo: 1613.59, current_best: 1771.60 best obj: 1771.60(22) mean: 1872.60, max: 1986.06
Date: 07-06 at 16:04:08, iter: 7, new1, Khoo: 1613.59, current_best: 1729.79 best obj: 1729.79(21) mean: 1900.98, max: 2036.98
Date: 07-06 at 16:05:13, iter: 8, new1, Khoo: 1613.59, current_best: 1724.65 best obj: 1724.65(21) mean: 1908.49, max: 2093.20
Date: 07-06 at 16:07:03, iter: 1, new1, Khoo: 1613.59, current_best: 1903.87 best obj: 1903.87(22) mean: 2559.76, max: 2762.14
Date: 07-06 at 16:08:14, iter: 2, new1, Khoo: 1613.59, current_best: 1816.68 best obj: 1816.68(22) mean: 2461.80, max: 2796.03
Date: 07-06 at 16:09:28, iter: 3, new1, Khoo: 1613.59, current_best: 1770.00 best obj: 1770.00(22) mean: 2221.89, max: 2756.29
Date: 07-06 at 16:10:37, iter: 4, new1, Khoo: 1613.59, current_best: 1729.94 best obj: 1729.94(23) mean: 2132.53, max: 2766.10
Date: 07-06 at 16:11:55, iter: 5, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 2103.50, max: 2799.00
Date: 07-06 at 16:13:13, iter: 6, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1723.17(23) mean: 2081.99, max: 2833.14
Date: 07-06 at 16:14:31, iter: 7, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1796.62, max: 1891.40
Date: 07-06 at 16:15:43, iter: 8, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1810.58, max: 1921.39
Date: 07-06 at 16:16:57, iter: 9, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1776.63, max: 1821.17
Date: 07-06 at 16:18:02, iter: 10, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1834.93, max: 1881.67
Date: 07-06 at 16:19:12, iter: 11, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1839.60, max: 1884.68
Date: 07-06 at 16:20:21, iter: 13, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1937.97, max: 2056.18
Date: 07-06 at 16:21:30, iter: 14, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1961.66, max: 2124.65
Date: 07-06 at 16:22:39, iter: 15, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1885.71, max: 2108.53
Date: 07-06 at 16:23:52, iter: 16, new1, Khoo: 1613.59, current_best: 1722.89 best obj: 1722.89(23) mean: 1791.46, max: 1879.28
Date: 07-06 at 16:25:05, iter: 18, new1, Khoo: 1613.59, current_best: 1706.91 best obj: 1706.91(22) mean: 1880.90, max: 2113.33
Date: 07-06 at 16:26:12, iter: 19, new1, Khoo: 1613.59, current_best: 1706.91 best obj: 1706.91(22) mean: 1828.51, max: 2087.92
Date: 07-06 at 16:27:20, iter: 20, new1, Khoo: 1613.59, current_best: 1706.91 best obj: 1706.91(22) mean: 1780.57, max: 2074.86
Date: 07-06 at 16:28:26, iter: 21, new1, Khoo: 1613.59, current_best: 1706.91 best obj: 1706.91(22) mean: 1801.47, max: 2080.83
Date: 07-06 at 16:29:39, iter: 23, new1, Khoo: 1613.59, current_best: 1690.80 best obj: 1690.80(21) mean: 1822.73, max: 2250.68
Date: 07-06 at 16:30:47, iter: 24, new1, Khoo: 1613.59, current_best: 1684.26 best obj: 1684.26(21) mean: 1796.94, max: 2203.51
Date: 07-06 at 16:32:00, iter: 25, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1731.46, max: 1818.88
Date: 07-06 at 16:33:11, iter: 26, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1736.13, max: 1860.61
Date: 07-06 at 16:34:27, iter: 27, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1721.74, max: 1777.83
Date: 07-06 at 16:35:33, iter: 28, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1769.36, max: 1851.17
Date: 07-06 at 16:36:42, iter: 29, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1754.14, max: 1839.47
Date: 07-06 at 16:37:55, iter: 31, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1810.31, max: 1961.59
Date: 07-06 at 16:39:01, iter: 32, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1814.48, max: 1993.54
Date: 07-06 at 16:40:14, iter: 33, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1741.36, max: 1954.08
Date: 07-06 at 16:41:25, iter: 34, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1736.02, max: 1954.99
Date: 07-06 at 16:42:38, iter: 36, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1679.62(22) mean: 1758.68, max: 1874.09
Date: 07-06 at 16:43:48, iter: 37, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1756.25, max: 1892.36
Date: 07-06 at 16:45:04, iter: 38, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1716.61, max: 1745.28
Date: 07-06 at 16:46:13, iter: 39, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1723.55, max: 1803.58
Date: 07-06 at 16:47:19, iter: 40, new1, Khoo: 1613.59, current_best: 1678.59 best obj: 1678.59(22) mean: 1751.42, max: 1828.27
Date: 07-06 at 16:48:26, iter: 41, new1, Khoo: 1613.59, current_best: 1675.78 best obj: 1675.78(21) mean: 1768.95, max: 1876.88
Date: 07-06 at 16:49:35, iter: 42, new1, Khoo: 1613.59, current_best: 1675.78 best obj: 1675.78(21) mean: 1712.14, max: 1744.66
