Date: 12-30 at 16:00:35, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 1216.57(5), mean: 2627.51, max: 3233.08
Date: 12-30 at 16:01:05, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 1131.86(4), mean: 2041.26, max: 2552.48
Date: 12-30 at 16:01:34, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 1113.14(8), mean: 1879.26, max: 2522.88
Date: 12-30 at 16:02:22, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 1037.08(7), mean: 1867.24, max: 2508.50
Date: 12-30 at 16:03:08, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 1025.98(7), mean: 1760.45, max: 2355.86
Date: 12-30 at 16:03:45, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 1025.02(7), mean: 1377.26, max: 2019.28
Date: 12-30 at 16:04:28, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 1025.02(7), mean: 1244.35, max: 1703.40
Date: 12-30 at 16:05:15, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 992.19(7), mean: 1119.36, max: 1257.63
Date: 12-30 at 16:05:49, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 978.76(7), mean: 1124.48, max: 1233.30
Date: 12-30 at 16:06:30, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 973.62(7), mean: 1060.58, max: 1162.64
Date: 12-30 at 16:07:15, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 970.20(7), mean: 1008.12, max: 1038.40
Date: 12-30 at 16:07:49, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 970.20(7), mean: 1063.29, max: 1130.03
Date: 12-30 at 16:08:25, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 970.04(8), mean: 1003.61, max: 1111.39
Date: 12-30 at 16:09:00, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 967.03(7), mean: 983.74, max: 1020.10
Date: 12-30 at 16:09:46, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 961.10(7), mean: 976.99, max: 1017.66
Date: 12-30 at 16:10:30, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 963.38, max: 983.52
Date: 12-30 at 16:11:14, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 963.72, max: 982.20
Date: 12-30 at 16:11:54, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 967.75, max: 1021.88
Date: 12-30 at 16:12:27, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 982.69, max: 1037.88
Date: 12-30 at 16:13:02, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 957.40, max: 957.64
Date: 12-30 at 16:13:34, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 2308.57, max: 2775.34
Date: 12-30 at 16:14:18, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 1125.65, max: 1195.65
Date: 12-30 at 16:15:02, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 1162.31, max: 1265.37
Date: 12-30 at 16:15:45, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 1088.04, max: 1165.69
Date: 12-30 at 16:16:18, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 2349.17, max: 2670.77
Date: 12-30 at 16:17:03, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 874.87, best obj: 957.37(7), mean: 1344.26, max: 2385.99
