Date: 07-05 at 15:47:44, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1658.58(21) mean: 2425.27, max: 2827.39
Date: 07-05 at 15:49:14, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1610.94(21) mean: 2360.30, max: 2802.28
Date: 07-05 at 15:50:50, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1606.30(21) mean: 2164.41, max: 2796.64
Date: 07-05 at 15:52:24, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1604.01(21) mean: 2010.11, max: 2732.50
Date: 07-05 at 15:54:03, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1604.01(21) mean: 2006.68, max: 2722.46
Date: 07-05 at 15:55:46, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1599.14(20) mean: 1819.50, max: 2632.35
Date: 07-05 at 15:57:21, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1549.70(20) mean: 1678.27, max: 1824.01
Date: 07-05 at 15:58:56, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1545.61(20) mean: 1663.10, max: 1809.90
Date: 07-05 at 16:00:26, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1545.39(20) mean: 1657.16, max: 1832.71
Date: 07-05 at 16:02:01, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1545.39(20) mean: 1664.45, max: 1851.21
Date: 07-05 at 16:03:26, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1545.39(20) mean: 1654.76, max: 1864.89
Date: 07-05 at 16:05:14, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1545.39(20) mean: 1596.63, max: 1665.73
Date: 07-05 at 16:06:56, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1519.96(19) mean: 1585.20, max: 1643.96
Date: 07-05 at 16:08:24, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1519.96(19) mean: 1619.11, max: 1695.08
Date: 07-05 at 16:10:06, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1519.96(19) mean: 1578.05, max: 1637.04
Date: 07-05 at 16:11:46, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1515.18(19) mean: 1580.19, max: 1676.71
Date: 07-05 at 16:13:17, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1587.41, max: 1685.36
Date: 07-05 at 16:14:58, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1557.41, max: 1598.11
Date: 07-05 at 16:16:31, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1580.39, max: 1632.82
Date: 07-05 at 16:18:15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1559.53, max: 1593.05
Date: 07-05 at 16:19:52, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1569.18, max: 1655.73
Date: 07-05 at 16:21:28, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1570.72, max: 1632.34
Date: 07-05 at 16:23:08, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1547.85, max: 1583.92
Date: 07-05 at 16:24:41, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1584.94, max: 1623.16
Date: 07-05 at 16:26:21, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1555.12, max: 1627.30
Date: 07-05 at 16:28:06, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1551.14, max: 1595.22
Date: 07-05 at 16:29:50, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1545.64, max: 1595.22
Date: 07-05 at 16:31:21, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1565.15, max: 1594.31
Date: 07-05 at 16:33:03, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1569.66, max: 1628.79
Date: 07-05 at 16:34:35, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1556.10, max: 1670.81
Date: 07-05 at 16:36:15, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1541.01, max: 1575.16
Date: 07-05 at 16:37:56, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1540.08, max: 1578.81
Date: 07-05 at 16:39:36, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1542.03, max: 1584.45
Date: 07-05 at 16:41:10, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1566.21, max: 1632.83
Date: 07-05 at 16:42:57, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1539.64, max: 1586.16
Date: 07-05 at 16:44:39, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1541.53, max: 1605.88
Date: 07-05 at 16:46:10, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1543.74, max: 1577.34
Date: 07-05 at 16:47:57, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1526.92, max: 1623.39
Date: 07-05 at 16:49:29, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1520.74, max: 1538.18
Date: 07-05 at 16:51:13, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1520.24, max: 1538.18
Date: 07-05 at 16:52:59, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1526.41, max: 1592.55
Date: 07-05 at 16:54:45, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1528.34, max: 1612.62
Date: 07-05 at 16:56:17, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1526.70, max: 1581.01
Date: 07-05 at 16:58:03, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1526.39, max: 1601.65
Date: 07-05 at 16:59:58, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1528.65, max: 1641.43
Date: 07-05 at 17:01:32, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1527.00, max: 1584.36
Date: 07-05 at 17:03:20, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1527.67, max: 1585.70
Date: 07-05 at 17:04:57, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.81(19) mean: 1542.09, max: 1611.72
Date: 07-05 at 17:06:39, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1511.55(19) mean: 1528.79, max: 1618.16
Date: 07-05 at 17:08:15, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1510.92(19) mean: 1529.34, max: 1580.56
Date: 07-05 at 17:09:59, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1510.92(19) mean: 1526.44, max: 1559.67
