Date: 07-07 at 14:24:46, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1294.71(5) mean: 2858.04, max: 3565.86
Date: 07-07 at 14:26:30, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1239.64(5) mean: 2582.69, max: 3355.32
Date: 07-07 at 14:28:22, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1236.75(5) mean: 2632.10, max: 3415.83
Date: 07-07 at 14:30:05, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1236.75(5) mean: 2219.56, max: 2763.68
Date: 07-07 at 14:31:44, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1236.75(5) mean: 1582.02, max: 2152.11
Date: 07-07 at 14:33:17, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1236.75(5) mean: 1340.68, max: 1409.15
Date: 07-07 at 14:34:50, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1236.75(5) mean: 1328.68, max: 1478.90
Date: 07-07 at 14:36:23, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1236.75(5) mean: 1517.35, max: 1839.79
Date: 07-07 at 14:37:51, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1218.11(7) mean: 1364.51, max: 1820.88
Date: 07-07 at 14:39:20, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1411.32, max: 1883.34
Date: 07-07 at 14:40:56, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1397.78, max: 1826.34
Date: 07-07 at 14:42:21, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1270.98, max: 1393.97
Date: 07-07 at 14:43:51, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1278.01, max: 1384.22
Date: 07-07 at 14:45:23, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1281.54, max: 1346.58
Date: 07-07 at 14:46:54, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1493.36, max: 1993.22
Date: 07-07 at 14:48:28, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1328.90, max: 1936.29
Date: 07-07 at 14:50:01, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1361.58, max: 1959.75
Date: 07-07 at 14:51:33, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1257.05, max: 1322.22
Date: 07-07 at 14:53:11, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1463.70, max: 2056.07
Date: 07-07 at 14:54:35, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1340.50, max: 1907.47
Date: 07-07 at 14:56:08, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1371.52, max: 1933.58
Date: 07-07 at 14:57:44, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1293.12, max: 1454.43
Date: 07-07 at 14:59:19, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1432.68, max: 1701.52
Date: 07-07 at 15:00:49, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1333.85, max: 1526.89
Date: 07-07 at 15:02:24, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1271.35, max: 1357.96
Date: 07-07 at 15:03:53, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1199.08(7) mean: 1257.79, max: 1369.93
Date: 07-07 at 15:05:30, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1198.03(7) mean: 1414.07, max: 2021.04
Date: 07-07 at 15:06:58, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1198.03(7) mean: 1296.69, max: 1489.62
Date: 07-07 at 15:08:34, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1197.60(7) mean: 1287.62, max: 1535.38
Date: 07-07 at 15:10:10, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1196.22(7) mean: 1238.25, max: 1440.20
Date: 07-07 at 15:11:44, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1196.22(7) mean: 1244.92, max: 1475.52
Date: 07-07 at 15:13:12, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 1034.35 best obj: 1196.22(7) mean: 1217.67, max: 1296.41
