Date: 07-16 at 13:09:02, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 1269.17(4) mean: 3573.41, max: 4337.51
Date: 07-16 at 13:09:35, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 1102.63(7) mean: 2566.00, max: 3423.85
Date: 07-16 at 13:10:26, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 1051.61(6) mean: 2234.60, max: 3204.89
Date: 07-16 at 13:11:06, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 1023.53(6) mean: 1748.30, max: 2553.20
Date: 07-16 at 13:11:43, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 822.58(6) mean: 1212.38, max: 1636.49
Date: 07-16 at 13:12:38, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 742.30(4) mean: 1193.91, max: 1639.00
Date: 07-16 at 13:13:19, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 741.73(4) mean: 866.18, max: 1054.67
Date: 07-16 at 13:13:57, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 741.73(4) mean: 903.81, max: 976.22
Date: 07-16 at 13:14:32, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 741.62(4) mean: 811.25, max: 948.17
Date: 07-16 at 13:15:15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 729.64(5) mean: 768.18, max: 832.63
Date: 07-16 at 13:16:00, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 729.64(5) mean: 794.07, max: 858.34
Date: 07-16 at 13:16:40, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 729.64(5) mean: 776.31, max: 808.87
Date: 07-16 at 13:17:17, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(5) mean: 729.59, max: 730.05
Date: 07-16 at 13:18:16, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(5) mean: 729.59, max: 730.05
Date: 07-16 at 13:19:19, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(5) mean: 729.20, max: 730.05
Date: 07-16 at 13:20:01, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(5) mean: 728.47, max: 728.47
Date: 07-16 at 13:20:46, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(5) mean: 728.47, max: 728.47
Date: 07-16 at 13:21:49, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(5) mean: 728.47, max: 728.47
Date: 07-16 at 13:22:23, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(5) mean: 728.47, max: 728.47
Date: 07-16 at 13:23:00, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(5) mean: 728.47, max: 728.47
Date: 07-16 at 13:24:07, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:24:50, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:25:28, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:26:05, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:26:51, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:27:35, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:28:09, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:28:43, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:29:21, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:30:03, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:30:36, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:31:14, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:31:53, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:32:31, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:33:08, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:33:46, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:34:19, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:34:57, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:35:40, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:36:17, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:36:54, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:37:28, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:38:06, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:38:42, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:39:16, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:39:56, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:40:37, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:41:20, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:42:01, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:42:42, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:43:27, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:44:09, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:44:50, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:45:28, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:46:13, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:46:49, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:47:24, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:48:01, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:48:38, iter: 59, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:49:15, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:49:53, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:50:26, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 728.47, max: 728.47
Date: 07-16 at 13:51:12, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 1706.51, max: 3288.15
Date: 07-16 at 13:51:48, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 890.07, max: 1984.27
Date: 07-16 at 13:52:23, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 588.49 best obj: 728.47(4) mean: 794.35, max: 1149.40
