Date: 01-19 at 13:27:20, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1616.38(21), mean: 2359.20, max: 3203.08
Date: 01-19 at 13:28:33, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1546.82(20), mean: 2089.82, max: 3126.47
Date: 01-19 at 13:29:44, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1542.71(20), mean: 1832.97, max: 2929.08
Date: 01-19 at 13:30:52, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1542.71(20), mean: 1847.64, max: 2940.70
Date: 01-19 at 13:32:02, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1542.71(20), mean: 1872.24, max: 2940.35
Date: 01-19 at 13:33:13, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1542.71(20), mean: 1788.51, max: 2933.52
Date: 01-19 at 13:34:25, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1538.22(20), mean: 1638.06, max: 1870.91
Date: 01-19 at 13:35:31, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1671.89, max: 1923.62
Date: 01-19 at 13:36:43, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1641.35, max: 1782.84
Date: 01-19 at 13:37:53, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1653.64, max: 1782.26
Date: 01-19 at 13:39:06, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1607.99, max: 1745.15
Date: 01-19 at 13:40:17, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1606.78, max: 1714.77
Date: 01-19 at 13:41:28, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 2636.74, max: 3059.29
Date: 01-19 at 13:42:46, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1673.24, max: 1739.72
Date: 01-19 at 13:43:53, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1698.03, max: 1775.92
Date: 01-19 at 13:45:05, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1696.52, max: 1809.63
Date: 01-19 at 13:46:13, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 2589.63, max: 2830.16
Date: 01-19 at 13:47:29, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68, best obj: 1529.24(20), mean: 1650.52, max: 1810.68
