Date: 07-06 at 04:30:07, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1590.68(19) mean: 2156.52, max: 2875.08
Date: 07-06 at 04:31:47, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1575.71(19) mean: 1988.73, max: 2860.83
Date: 07-06 at 04:33:29, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1561.81(19) mean: 1930.95, max: 2897.73
Date: 07-06 at 04:35:16, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1557.91(19) mean: 1786.18, max: 2896.41
Date: 07-06 at 04:36:53, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1821.03, max: 2897.08
Date: 07-06 at 04:38:30, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1665.64, max: 1768.13
Date: 07-06 at 04:40:07, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1676.58, max: 1795.78
Date: 07-06 at 04:41:49, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1690.18, max: 1836.40
Date: 07-06 at 04:43:27, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1703.48, max: 1863.10
Date: 07-06 at 04:45:09, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1682.41, max: 1899.87
Date: 07-06 at 04:46:52, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1689.92, max: 1867.72
Date: 07-06 at 04:48:29, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1729.87, max: 1935.64
Date: 07-06 at 04:50:13, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1617.74, max: 1691.77
Date: 07-06 at 04:51:56, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1601.42, max: 1649.68
Date: 07-06 at 04:53:32, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1597.97, max: 1684.23
Date: 07-06 at 04:55:14, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1594.76, max: 1701.11
Date: 07-06 at 04:56:49, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1600.71, max: 1687.08
Date: 07-06 at 04:58:27, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1608.38, max: 1712.55
Date: 07-06 at 05:00:01, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1653.07, max: 1772.65
Date: 07-06 at 05:01:40, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1605.69, max: 1719.48
Date: 07-06 at 05:03:20, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1586.90, max: 1643.92
Date: 07-06 at 05:04:57, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1638.14, max: 1700.12
Date: 07-06 at 05:06:35, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1621.75, max: 1729.50
Date: 07-06 at 05:08:12, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1544.89(19) mean: 1609.11, max: 1794.96
Date: 07-06 at 05:09:52, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1542.75(19) mean: 1585.70, max: 1622.98
Date: 07-06 at 05:11:32, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1542.75(19) mean: 1582.96, max: 1619.46
Date: 07-06 at 05:13:07, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1542.75(19) mean: 1590.60, max: 1650.96
Date: 07-06 at 05:14:45, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1542.75(19) mean: 1592.87, max: 1677.93
Date: 07-06 at 05:16:25, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1542.75(19) mean: 1608.62, max: 1678.16
Date: 07-06 at 05:18:04, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1542.75(19) mean: 1596.04, max: 1728.86
Date: 07-06 at 05:19:42, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1542.75(19) mean: 1581.14, max: 1611.58
Date: 07-06 at 05:21:21, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1542.75(19) mean: 1576.23, max: 1611.36
Date: 07-06 at 05:23:00, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1535.99(19) mean: 1571.81, max: 1611.36
Date: 07-06 at 05:24:40, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1535.99(19) mean: 1594.10, max: 1637.72
Date: 07-06 at 05:26:14, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1535.99(19) mean: 1594.43, max: 1653.83
Date: 07-06 at 05:27:49, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1535.99(19) mean: 1587.55, max: 1663.14
Date: 07-06 at 05:29:28, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1522.89(19) mean: 1559.12, max: 1600.37
Date: 07-06 at 05:31:05, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 1454.68 best obj: 1522.15(19) mean: 1552.97, max: 1583.08
