Date: 02-01 at 04:52:49, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1458.42(5), mean: 4150.23, max: 4913.47
Date: 02-01 at 04:54:04, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1373.08(5), mean: 2536.03, max: 4161.77
Date: 02-01 at 04:55:12, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1356.67(5), mean: 1966.18, max: 3196.53
Date: 02-01 at 04:56:19, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1343.78(5), mean: 2055.82, max: 3251.99
Date: 02-01 at 04:57:11, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1296.09(6), mean: 1496.99, max: 2151.06
Date: 02-01 at 04:58:22, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1268.71(6), mean: 1411.08, max: 1693.16
Date: 02-01 at 04:59:10, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1268.58(6), mean: 1492.40, max: 1773.02
Date: 02-01 at 05:00:32, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1268.58(6), mean: 1354.03, max: 1419.94
Date: 02-01 at 05:01:30, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1256.82(6), mean: 1329.80, max: 1387.03
Date: 02-01 at 05:02:49, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1243.04(6), mean: 1326.31, max: 1393.35
Date: 02-01 at 05:04:12, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1237.93(6), mean: 1362.37, max: 1431.14
Date: 02-01 at 05:05:12, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1217.33(6), mean: 1240.20, max: 1276.79
Date: 02-01 at 05:06:18, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1203.02(6), mean: 1335.64, max: 1388.40
Date: 02-01 at 05:07:40, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1202.75(6), mean: 1283.52, max: 1379.85
Date: 02-01 at 05:08:27, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1202.48(6), mean: 1252.78, max: 1353.68
Date: 02-01 at 05:09:18, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1181.85(6), mean: 1209.97, max: 1243.30
Date: 02-01 at 05:10:18, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1175.10(6), mean: 1194.61, max: 1214.40
Date: 02-01 at 05:11:36, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1175.10(6), mean: 1225.96, max: 1266.98
Date: 02-01 at 05:12:49, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1175.10(6), mean: 1180.07, max: 1192.42
Date: 02-01 at 05:14:07, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1175.10(6), mean: 1176.04, max: 1178.26
Date: 02-01 at 05:15:18, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1175.10(6), mean: 1236.47, max: 1246.10
Date: 02-01 at 05:16:33, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1175.10(6), mean: 2943.61, max: 3598.80
Date: 02-01 at 05:17:50, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1175.10(6), mean: 2392.32, max: 3349.05
Date: 02-01 at 05:19:03, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1175.10(6), mean: 2235.55, max: 2991.62
Date: 02-01 at 05:20:28, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1151.39(8), mean: 1272.92, max: 1404.72
Date: 02-01 at 05:21:38, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 1317.51, max: 1449.07
Date: 02-01 at 05:22:51, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 1389.84, max: 1525.30
Date: 02-01 at 05:24:07, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 1446.85, max: 1586.39
Date: 02-01 at 05:25:34, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 1509.38, max: 1657.85
Date: 02-01 at 05:27:00, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 1273.62, max: 1353.59
Date: 02-01 at 05:28:35, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 2919.62, max: 3431.53
Date: 02-01 at 05:29:53, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 2427.22, max: 3311.35
Date: 02-01 at 05:31:10, #particle: 15, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 1420.18, max: 1652.15
Date: 02-01 at 05:32:30, #particle: 15, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 1482.22, max: 1722.00
Date: 02-01 at 05:33:39, #particle: 15, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 2736.59, max: 3230.45
Date: 02-01 at 05:34:51, #particle: 15, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 966.08, best obj: 1140.14(8), mean: 2163.63, max: 3167.73
