Date: 01-23 at 00:40:36, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1250.10(4), mean: 2476.06, max: 3330.55
Date: 01-23 at 00:41:24, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1200.32(4), mean: 2186.46, max: 3289.80
Date: 01-23 at 00:42:12, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1185.47(4), mean: 2221.06, max: 3268.21
Date: 01-23 at 00:42:57, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1158.39(9), mean: 1752.82, max: 2701.72
Date: 01-23 at 00:43:44, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1125.83(8), mean: 1543.53, max: 2519.48
Date: 01-23 at 00:44:32, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1125.57(8), mean: 1562.07, max: 2451.32
Date: 01-23 at 00:45:19, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1125.57(8), mean: 1264.03, max: 1389.22
Date: 01-23 at 00:46:04, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1125.57(8), mean: 1343.29, max: 1474.65
Date: 01-23 at 00:46:51, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1125.57(8), mean: 1280.68, max: 1484.94
Date: 01-23 at 00:47:35, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1113.84(9), mean: 1254.81, max: 1399.63
Date: 01-23 at 00:48:19, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1107.30(9), mean: 1312.58, max: 1460.30
Date: 01-23 at 00:49:10, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1106.88(9), mean: 1242.86, max: 1460.68
Date: 01-23 at 00:49:58, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1103.51(9), mean: 1157.12, max: 1201.23
Date: 01-23 at 00:50:46, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1103.51(9), mean: 1202.51, max: 1265.38
Date: 01-23 at 00:51:35, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1103.51(9), mean: 1137.77, max: 1197.98
Date: 01-23 at 00:52:19, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1103.51(9), mean: 1178.73, max: 1247.93
Date: 01-23 at 00:53:09, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1095.44(9), mean: 1169.59, max: 1254.35
Date: 01-23 at 00:53:56, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1095.44(9), mean: 1142.76, max: 1192.52
Date: 01-23 at 00:54:40, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1095.44(9), mean: 1204.97, max: 1282.53
Date: 01-23 at 00:55:31, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1083.58(8), mean: 1146.11, max: 1192.52
Date: 01-23 at 00:56:14, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1067.27(8), mean: 1185.10, max: 1237.18
Date: 01-23 at 00:57:00, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 954.16, best obj: 1066.76(8), mean: 1213.28, max: 1291.89
