Date: 01-15 at 08:02:57, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 1188.25(4), mean: 3325.14, max: 4199.91
Date: 01-15 at 08:03:25, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 1066.85(4), mean: 2405.25, max: 3312.23
Date: 01-15 at 08:03:53, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 1049.03(4), mean: 2411.73, max: 3289.21
Date: 01-15 at 08:04:31, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 1016.52(9), mean: 2006.17, max: 2641.79
Date: 01-15 at 08:05:25, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 890.77(7), mean: 1997.04, max: 2657.79
Date: 01-15 at 08:06:09, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 882.30(7), mean: 1581.95, max: 2137.04
Date: 01-15 at 08:06:57, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 882.30(7), mean: 1559.00, max: 2102.47
Date: 01-15 at 08:07:36, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 882.30(7), mean: 1608.69, max: 2088.62
Date: 01-15 at 08:08:37, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 882.30(7), mean: 1020.23, max: 1086.18
Date: 01-15 at 08:09:14, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 882.30(7), mean: 1081.69, max: 1182.53
Date: 01-15 at 08:10:02, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 882.30(7), mean: 3035.16, max: 3813.22
Date: 01-15 at 08:10:54, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 882.30(7), mean: 2053.33, max: 3787.99
Date: 01-15 at 08:11:39, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 882.30(7), mean: 1593.44, max: 3738.52
Date: 01-15 at 08:12:16, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 839.04(7), mean: 1403.22, max: 2847.65
Date: 01-15 at 08:12:50, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 802.71(7), mean: 1267.00, max: 2343.77
Date: 01-15 at 08:13:41, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 799.59(7), mean: 1019.38, max: 1286.50
Date: 01-15 at 08:14:30, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 799.59(7), mean: 1010.56, max: 1314.56
Date: 01-15 at 08:15:23, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 799.59(7), mean: 900.33, max: 1023.13
Date: 01-15 at 08:16:15, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 796.54(7), mean: 892.44, max: 1031.41
Date: 01-15 at 08:16:47, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 795.78(7), mean: 916.27, max: 1092.72
Date: 01-15 at 08:17:23, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 755.82(6), mean: 852.46, max: 964.27
Date: 01-15 at 08:18:09, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 754.92(6), mean: 830.23, max: 894.84
Date: 01-15 at 08:18:50, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 754.92(6), mean: 832.96, max: 894.10
Date: 01-15 at 08:19:34, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 754.92(6), mean: 812.73, max: 858.31
Date: 01-15 at 08:20:07, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 754.92(6), mean: 790.75, max: 867.98
Date: 01-15 at 08:20:41, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 748.73(5), mean: 776.53, max: 822.13
Date: 01-15 at 08:21:16, #particle: 15, iter: 29, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 731.91(5), mean: 754.98, max: 793.57
Date: 01-15 at 08:21:53, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 718.24(5), mean: 755.57, max: 784.14
Date: 01-15 at 08:22:22, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 714.98(5), mean: 833.33, max: 873.43
Date: 01-15 at 08:23:03, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 714.98(5), mean: 776.25, max: 806.33
Date: 01-15 at 08:23:33, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 714.98(5), mean: 766.56, max: 860.63
Date: 01-15 at 08:24:05, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 714.98(5), mean: 737.64, max: 804.90
Date: 01-15 at 08:24:36, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 590.6, best obj: 714.98(5), mean: 718.83, max: 752.08
