Date: 08-08 at 17:14:58, iter: 1, new3, Khoo: 1623.58, current_best: 1922.02 best obj: 1922.02(19) mean: 2520.15, max: 3151.56
Date: 08-08 at 17:16:53, iter: 2, new3, Khoo: 1623.58, current_best: 1814.25 best obj: 1814.25(18) mean: 2437.52, max: 3114.85
Date: 08-08 at 17:19:05, iter: 3, new3, Khoo: 1623.58, current_best: 1788.21 best obj: 1788.21(18) mean: 2339.50, max: 3106.15
Date: 08-08 at 17:21:03, iter: 4, new3, Khoo: 1623.58, current_best: 1784.35 best obj: 1784.35(18) mean: 2222.20, max: 2992.13
Date: 08-08 at 17:23:01, iter: 5, new3, Khoo: 1623.58, current_best: 1782.71 best obj: 1782.71(18) mean: 2249.44, max: 2997.78
Date: 08-08 at 17:25:23, iter: 6, new3, Khoo: 1623.58, current_best: 1782.71 best obj: 1782.71(18) mean: 1933.89, max: 2053.22
Date: 08-08 at 17:27:12, iter: 7, new3, Khoo: 1623.58, current_best: 1782.71 best obj: 1782.71(18) mean: 2001.96, max: 2128.16
Date: 08-08 at 17:29:17, iter: 8, new3, Khoo: 1623.58, current_best: 1782.71 best obj: 1782.71(18) mean: 1972.23, max: 2209.61
Date: 08-08 at 17:31:21, iter: 10, new3, Khoo: 1623.58, current_best: 1782.71 best obj: 1782.71(18) mean: 1993.65, max: 2220.09
Date: 08-08 at 17:33:13, iter: 11, new3, Khoo: 1623.58, current_best: 1782.71 best obj: 1782.71(18) mean: 2017.11, max: 2230.40
Date: 08-08 at 17:35:15, iter: 12, new3, Khoo: 1623.58, current_best: 1782.71 best obj: 1782.71(18) mean: 1985.80, max: 2224.05
Date: 08-08 at 17:37:14, iter: 13, new3, Khoo: 1623.58, current_best: 1782.71 best obj: 1782.71(18) mean: 1878.51, max: 2021.99
Date: 08-08 at 17:39:14, iter: 14, new3, Khoo: 1623.58, current_best: 1764.92 best obj: 1764.92(17) mean: 1856.29, max: 1936.97
Date: 08-08 at 17:41:15, iter: 15, new3, Khoo: 1623.58, current_best: 1756.37 best obj: 1756.37(17) mean: 1849.92, max: 1908.08
Date: 08-08 at 17:43:04, iter: 16, new3, Khoo: 1623.58, current_best: 1751.89 best obj: 1751.89(17) mean: 1907.70, max: 1986.53
Date: 08-08 at 17:44:53, iter: 17, new3, Khoo: 1623.58, current_best: 1751.89 best obj: 1751.89(17) mean: 1960.39, max: 2030.70
Date: 08-08 at 17:46:48, iter: 18, new3, Khoo: 1623.58, current_best: 1751.89 best obj: 1751.89(17) mean: 1938.00, max: 2039.81
Date: 08-08 at 17:48:54, iter: 19, new3, Khoo: 1623.58, current_best: 1751.89 best obj: 1751.89(17) mean: 1892.96, max: 2012.18
Date: 08-08 at 17:50:46, iter: 21, new3, Khoo: 1623.58, current_best: 1751.89 best obj: 1751.89(17) mean: 2021.79, max: 2231.03
Date: 08-08 at 17:52:45, iter: 22, new3, Khoo: 1623.58, current_best: 1751.89 best obj: 1751.89(17) mean: 1899.26, max: 2218.24
Date: 08-08 at 17:54:32, iter: 23, new3, Khoo: 1623.58, current_best: 1751.89 best obj: 1751.89(17) mean: 1960.62, max: 2319.37
Date: 08-08 at 17:56:27, iter: 24, new3, Khoo: 1623.58, current_best: 1751.89 best obj: 1751.89(17) mean: 1976.66, max: 2252.28
Date: 08-08 at 17:58:28, iter: 25, new3, Khoo: 1623.58, current_best: 1749.02 best obj: 1749.02(17) mean: 1895.01, max: 2166.21
Date: 08-08 at 18:00:37, iter: 26, new3, Khoo: 1623.58, current_best: 1729.56 best obj: 1729.56(17) mean: 1838.12, max: 2075.37
Date: 08-08 at 18:02:30, iter: 27, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1880.93, max: 2139.06
Date: 08-08 at 18:04:27, iter: 28, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1836.91, max: 2026.62
Date: 08-08 at 18:06:33, iter: 29, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1819.57, max: 1947.96
Date: 08-08 at 18:08:28, iter: 30, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1836.23, max: 2000.90
Date: 08-08 at 18:10:40, iter: 32, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1875.87, max: 2078.31
Date: 08-08 at 18:12:38, iter: 33, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1872.28, max: 2058.77
Date: 08-08 at 18:14:44, iter: 34, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1815.49, max: 1925.61
Date: 08-08 at 18:16:53, iter: 35, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1802.97, max: 1860.39
Date: 08-08 at 18:18:57, iter: 37, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(17) mean: 1859.51, max: 2092.52
Date: 08-08 at 18:21:09, iter: 39, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1724.73(18) mean: 1890.10, max: 2157.51
Date: 08-08 at 18:23:05, iter: 40, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1765.91(18) mean: 1855.36, max: 2196.02
Date: 08-08 at 18:25:01, iter: 41, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1754.29(18) mean: 1918.70, max: 2219.00
Date: 08-08 at 18:27:09, iter: 43, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1738.84(18) mean: 1932.09, max: 2183.97
Date: 08-08 at 18:29:05, iter: 44, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1731.60(18) mean: 1962.12, max: 2218.04
Date: 08-08 at 18:31:11, iter: 45, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1731.60(18) mean: 1843.29, max: 2245.42
Date: 08-08 at 18:33:06, iter: 46, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1731.60(18) mean: 1906.83, max: 2312.11
Date: 08-08 at 18:35:14, iter: 48, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1731.60(18) mean: 2020.62, max: 2293.30
Date: 08-08 at 18:37:30, iter: 49, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1731.60(18) mean: 1873.61, max: 2077.25
Date: 08-08 at 18:39:58, iter: 51, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1731.60(19) mean: 1853.77, max: 2141.10
Date: 08-08 at 18:41:57, iter: 52, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1843.83(19) mean: 2062.62, max: 2222.79
Date: 08-08 at 18:44:07, iter: 54, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.88(18) mean: 1896.73, max: 2096.74
Date: 08-08 at 18:46:05, iter: 55, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.88(18) mean: 1938.03, max: 2105.71
Date: 08-08 at 18:48:11, iter: 56, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.88(18) mean: 1863.30, max: 2051.77
Date: 08-08 at 18:50:10, iter: 57, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.88(18) mean: 1907.69, max: 2109.95
Date: 08-08 at 18:52:14, iter: 59, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.88(18) mean: 2024.37, max: 2311.19
Date: 08-08 at 18:54:11, iter: 60, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.88(18) mean: 1995.21, max: 2205.15
Date: 08-08 at 18:56:18, iter: 61, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.88(18) mean: 1839.33, max: 2174.93
Date: 08-08 at 18:58:50, iter: 63, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.88(19) mean: 1848.84, max: 2007.39
Date: 08-08 at 19:00:55, iter: 65, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1734.30(17) mean: 1953.39, max: 2174.35
Date: 08-08 at 19:03:03, iter: 67, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1734.30(17) mean: 2330.02, max: 3246.03
Date: 08-08 at 19:05:11, iter: 68, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1734.30(17) mean: 1905.08, max: 2081.92
Date: 08-08 at 19:07:18, iter: 69, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1734.30(17) mean: 1877.03, max: 2124.15
Date: 08-08 at 19:09:28, iter: 71, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1734.30(17) mean: 1918.55, max: 2456.05
Date: 08-08 at 19:11:35, iter: 72, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1734.30(17) mean: 1825.10, max: 2025.36
Date: 08-08 at 19:13:36, iter: 73, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1734.30(17) mean: 1846.86, max: 2008.77
Date: 08-08 at 19:15:38, iter: 74, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1734.30(17) mean: 1852.09, max: 2060.03
Date: 08-08 at 19:18:07, iter: 77, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1827.12(20) mean: 2010.64, max: 2175.98
Date: 08-08 at 19:20:12, iter: 78, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1788.08(18) mean: 1904.23, max: 2226.57
Date: 08-08 at 19:22:05, iter: 79, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1755.44(18) mean: 1930.99, max: 2267.51
Date: 08-08 at 19:24:08, iter: 80, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1752.67(18) mean: 1939.46, max: 2351.64
Date: 08-08 at 19:26:00, iter: 82, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1752.67(18) mean: 2034.79, max: 2366.41
Date: 08-08 at 19:28:07, iter: 83, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1741.42(18) mean: 1885.28, max: 2059.95
Date: 08-08 at 19:30:18, iter: 84, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1739.10(18) mean: 1850.21, max: 2019.38
Date: 08-08 at 19:32:27, iter: 85, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1739.10(18) mean: 1838.73, max: 1954.56
Date: 08-08 at 19:34:34, iter: 87, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1739.10(18) mean: 1922.05, max: 2205.56
Date: 08-08 at 19:37:02, iter: 89, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1739.10(19) mean: 1875.42, max: 2058.93
Date: 08-08 at 19:39:03, iter: 90, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1763.86(18) mean: 1924.70, max: 2102.81
Date: 08-08 at 19:41:16, iter: 91, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1763.86(18) mean: 1893.00, max: 2091.87
Date: 08-08 at 19:43:24, iter: 93, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1763.86(18) mean: 1955.72, max: 2192.40
Date: 08-08 at 19:45:27, iter: 94, new3, Khoo: 1623.58, current_best: 1724.73 best obj: 1737.39(17) mean: 1963.92, max: 2215.38
