Date: 04-09 at 13:44:32, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 277.87, max: 369.73
Date: 04-09 at 13:44:32, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 258.87, max: 272.34
Date: 04-09 at 13:44:33, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 257.72, max: 269.19
Date: 04-09 at 13:44:35, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 467.36, max: 493.79
Date: 04-09 at 13:44:37, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 489.12, max: 517.12
Date: 04-09 at 13:44:41, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 698.76, max: 741.72
Date: 04-09 at 13:44:49, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 908.39, max: 966.33
Date: 04-09 at 13:45:02, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 1118.03, max: 1190.94
Date: 04-09 at 13:45:21, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 1327.66, max: 1415.55
Date: 04-09 at 13:45:40, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 1349.43, max: 1438.87
Date: 04-09 at 13:46:13, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 247.93(2), mean: 1559.06, max: 1663.48
