Date: 01-17 at 06:53:59, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1459.71(11), mean: 3090.30, max: 4397.62
Date: 01-17 at 06:55:03, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1343.25(10), mean: 2950.56, max: 4212.03
Date: 01-17 at 06:56:05, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1292.04(9), mean: 2212.79, max: 3368.07
Date: 01-17 at 06:57:07, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1284.01(9), mean: 2230.79, max: 3206.10
Date: 01-17 at 06:58:11, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1283.87(9), mean: 2049.53, max: 2899.39
Date: 01-17 at 06:59:13, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1283.87(9), mean: 1695.85, max: 2618.72
Date: 01-17 at 07:00:16, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1283.87(9), mean: 1378.68, max: 1451.63
Date: 01-17 at 07:01:21, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1283.87(9), mean: 1423.89, max: 1503.04
Date: 01-17 at 07:02:23, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1283.87(9), mean: 1366.96, max: 1479.61
Date: 01-17 at 07:03:29, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1261.43(10), mean: 3455.08, max: 4270.27
Date: 01-17 at 07:04:27, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1257.43(10), mean: 1872.44, max: 4159.83
Date: 01-17 at 07:05:31, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1257.43(10), mean: 1878.31, max: 3706.94
Date: 01-17 at 07:06:32, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1257.43(10), mean: 1641.14, max: 1832.76
Date: 01-17 at 07:07:34, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1255.48(10), mean: 1555.02, max: 1768.78
Date: 01-17 at 07:08:35, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1255.48(9), mean: 1532.86, max: 1720.46
Date: 01-17 at 07:09:38, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1255.48(9), mean: 1377.55, max: 1491.93
Date: 01-17 at 07:10:41, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1255.48(9), mean: 1388.41, max: 1503.12
Date: 01-17 at 07:11:44, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1226.16(9), mean: 1315.30, max: 1391.35
Date: 01-17 at 07:12:46, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1195.71(9), mean: 1309.48, max: 1432.17
Date: 01-17 at 07:13:48, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1161.21(9), mean: 1306.99, max: 1438.25
Date: 01-17 at 07:14:49, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1161.21(9), mean: 1342.93, max: 1459.64
Date: 01-17 at 07:15:56, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1161.21(9), mean: 1279.33, max: 1394.91
Date: 01-17 at 07:17:02, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1161.21(9), mean: 1293.01, max: 1386.69
Date: 01-17 at 07:18:03, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1155.15(8), mean: 1268.09, max: 1389.22
Date: 01-17 at 07:19:07, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1153.27(8), mean: 1248.15, max: 1386.24
Date: 01-17 at 07:20:07, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1146.14(8), mean: 1258.81, max: 1336.65
Date: 01-17 at 07:21:09, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1145.93(8), mean: 1291.79, max: 1385.74
Date: 01-17 at 07:22:11, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1145.93(8), mean: 1238.79, max: 1393.70
Date: 01-17 at 07:23:16, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1145.46(8), mean: 1211.91, max: 1275.65
Date: 01-17 at 07:24:15, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1145.46(8), mean: 1229.73, max: 1359.61
Date: 01-17 at 07:25:18, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1143.12(8), mean: 1187.45, max: 1244.85
Date: 01-17 at 07:26:16, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1142.27(8), mean: 1227.27, max: 1298.42
Date: 01-17 at 07:27:20, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1142.27(8), mean: 1205.37, max: 1286.14
Date: 01-17 at 07:28:22, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1142.27(8), mean: 1222.43, max: 1316.92
Date: 01-17 at 07:29:23, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1142.27(8), mean: 1205.48, max: 1275.08
Date: 01-17 at 07:30:20, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1142.27(8), mean: 1184.19, max: 1252.64
Date: 01-17 at 07:31:22, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 1054.61, best obj: 1142.27(8), mean: 3471.86, max: 4366.02
