Date: 11-07 at 21:51:45, #particle: 5, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1448.07(4), mean: 2824.68, max: 4417.95
Date: 11-07 at 21:52:05, #particle: 5, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1391.63(4), mean: 1813.07, max: 2984.22
Date: 11-07 at 21:52:25, #particle: 5, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1364.48(4), mean: 1764.94, max: 2570.20
Date: 11-07 at 21:52:45, #particle: 5, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1331.99(4), mean: 1766.96, max: 2525.67
Date: 11-07 at 21:53:06, #particle: 5, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1311.46(7), mean: 1489.65, max: 1823.53
Date: 11-07 at 21:53:27, #particle: 5, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1241.20(8), mean: 1331.01, max: 1387.01
Date: 11-07 at 21:53:48, #particle: 5, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1222.56(8), mean: 1351.43, max: 1425.63
Date: 11-07 at 21:54:09, #particle: 5, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1222.56(8), mean: 1366.83, max: 1440.37
Date: 11-07 at 21:54:29, #particle: 5, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1222.56(8), mean: 1396.29, max: 1482.42
Date: 11-07 at 21:54:50, #particle: 5, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1222.56(8), mean: 1283.07, max: 1317.51
Date: 11-07 at 21:55:10, #particle: 5, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1222.56(8), mean: 1321.96, max: 1391.65
Date: 11-07 at 21:55:30, #particle: 5, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1222.56(8), mean: 1290.52, max: 1383.11
Date: 11-07 at 21:55:50, #particle: 5, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1222.56(8), mean: 1289.20, max: 1400.15
Date: 11-07 at 21:56:11, #particle: 5, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1215.17(8), mean: 1250.11, max: 1347.66
Date: 11-07 at 21:56:32, #particle: 5, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1215.17(8), mean: 1234.30, max: 1263.91
Date: 11-07 at 21:56:54, #particle: 5, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1180.04(7), mean: 1204.27, max: 1222.56
Date: 11-07 at 21:57:16, #particle: 5, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.99(7), mean: 1241.04, max: 1287.04
Date: 11-07 at 21:57:35, #particle: 5, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1301.32, max: 1358.59
Date: 11-07 at 21:57:56, #particle: 5, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1205.90, max: 1234.10
Date: 11-07 at 21:58:16, #particle: 5, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1205.99, max: 1232.10
Date: 11-07 at 21:58:36, #particle: 5, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1245.98, max: 1277.13
Date: 11-07 at 21:58:57, #particle: 5, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1222.45, max: 1290.69
Date: 11-07 at 21:59:18, #particle: 5, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1205.50, max: 1233.60
Date: 11-07 at 21:59:40, #particle: 5, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1205.50, max: 1233.60
Date: 11-07 at 22:00:01, #particle: 5, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1198.66, max: 1231.04
Date: 11-07 at 22:00:23, #particle: 5, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 1054.61, best obj: 1173.16(7), mean: 1198.21, max: 1231.04
