Date: 07-03 at 10:45:42, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1950.21(19) mean: 2900.32, max: 3274.72
Date: 07-03 at 10:47:24, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1918.51(19) mean: 2915.51, max: 3306.91
Date: 07-03 at 10:49:19, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1897.85(21) mean: 2649.65, max: 3323.33
Date: 07-03 at 10:50:57, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1832.03(19) mean: 2631.86, max: 3410.20
Date: 07-03 at 10:52:38, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1824.28(19) mean: 2609.88, max: 3302.63
Date: 07-03 at 10:54:26, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1824.28(19) mean: 2502.57, max: 3251.99
Date: 07-03 at 10:56:15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1818.42(20) mean: 2385.35, max: 3257.85
Date: 07-03 at 10:57:55, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 2347.96, max: 3244.98
Date: 07-03 at 10:59:46, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 2276.48, max: 3131.40
Date: 07-03 at 11:01:34, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 2234.50, max: 3021.09
Date: 07-03 at 11:03:16, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 2206.55, max: 3027.24
Date: 07-03 at 11:05:10, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 2050.71, max: 2273.95
Date: 07-03 at 11:07:01, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 1973.42, max: 2184.01
Date: 07-03 at 11:08:43, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 1970.20, max: 2229.95
Date: 07-03 at 11:10:28, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 1964.18, max: 2242.18
Date: 07-03 at 11:12:07, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 2010.62, max: 2271.48
Date: 07-03 at 11:13:46, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 2019.01, max: 2303.95
Date: 07-03 at 11:15:28, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1780.38(19) mean: 1974.59, max: 2323.93
Date: 07-03 at 11:17:16, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1772.27(18) mean: 1866.84, max: 2010.63
Date: 07-03 at 11:18:52, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1771.10(18) mean: 1917.56, max: 2063.48
