Date: 07-03 at 22:44:08, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1950.96(21) mean: 2769.63, max: 3247.31
Date: 07-03 at 22:45:49, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1886.72(19) mean: 2774.84, max: 3250.90
Date: 07-03 at 22:47:42, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1857.78(18) mean: 1969.16, max: 2126.72
Date: 07-03 at 22:49:22, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1845.41(18) mean: 2024.67, max: 2194.13
Date: 07-03 at 22:51:12, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1840.21(18) mean: 1908.30, max: 2026.74
Date: 07-03 at 22:52:49, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1809.63(20) mean: 1944.46, max: 2088.23
Date: 07-03 at 22:54:35, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1790.01(19) mean: 1971.26, max: 2141.87
Date: 07-03 at 22:56:11, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1977.74, max: 2203.41
Date: 07-03 at 22:57:49, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 2025.71, max: 2266.82
Date: 07-03 at 22:59:30, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 2019.27, max: 2271.20
Date: 07-03 at 23:01:08, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1997.40, max: 2252.61
Date: 07-03 at 23:02:53, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1922.05, max: 2273.38
Date: 07-03 at 23:04:47, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1861.08, max: 1964.55
Date: 07-03 at 23:06:19, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1909.18, max: 2000.32
Date: 07-03 at 23:07:58, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1907.69, max: 2034.44
Date: 07-03 at 23:09:43, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1859.45, max: 2038.86
Date: 07-03 at 23:11:27, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1851.33, max: 1952.03
Date: 07-03 at 23:13:12, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1766.27(18) mean: 1834.97, max: 1985.92
Date: 07-03 at 23:14:58, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1764.33(18) mean: 1802.02, max: 1855.24
Date: 07-03 at 23:16:31, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1758.43(18) mean: 1851.62, max: 1921.89
Date: 07-03 at 23:18:12, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1758.43(18) mean: 1852.68, max: 1927.65
Date: 07-03 at 23:19:56, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1758.43(18) mean: 1837.66, max: 1982.39
Date: 07-03 at 23:21:38, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1758.43(18) mean: 1829.88, max: 1974.48
Date: 07-03 at 23:23:22, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1748.73(19) mean: 1791.80, max: 1849.15
Date: 07-03 at 23:24:51, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1748.19(19) mean: 1839.24, max: 1912.04
Date: 07-03 at 23:26:28, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1748.19(19) mean: 1815.30, max: 1885.25
Date: 07-03 at 23:28:14, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 1623.58 best obj: 1748.19(19) mean: 1787.41, max: 1882.18
