Date: 07-14 at 22:38:04, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1693.28(5) mean: 3622.22, max: 4603.09
Date: 07-14 at 22:38:42, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1589.12(10) mean: 3012.20, max: 4318.45
Date: 07-14 at 22:39:27, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1463.59(9) mean: 2331.63, max: 3446.49
Date: 07-14 at 22:40:09, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1450.23(9) mean: 2394.50, max: 3522.91
Date: 07-14 at 22:41:00, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1431.63(9) mean: 2374.29, max: 3475.23
Date: 07-14 at 22:41:51, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1405.22(9) mean: 2010.96, max: 3287.15
Date: 07-14 at 22:42:42, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1385.73(9) mean: 1489.04, max: 1575.54
Date: 07-14 at 22:43:26, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1324.76(9) mean: 1535.85, max: 1677.55
Date: 07-14 at 22:44:11, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1255.58(9) mean: 1412.09, max: 1615.51
Date: 07-14 at 22:44:55, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1473.68, max: 1686.86
Date: 07-14 at 22:45:48, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1413.45, max: 1544.42
Date: 07-14 at 22:46:34, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1486.55, max: 1641.56
Date: 07-14 at 22:47:31, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1343.07, max: 1429.51
Date: 07-14 at 22:48:18, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1395.02, max: 1494.75
Date: 07-14 at 22:49:07, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1555.29, max: 1769.06
Date: 07-14 at 22:49:47, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1515.02, max: 1752.92
Date: 07-14 at 22:50:34, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1555.00, max: 1773.74
Date: 07-14 at 22:51:22, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1418.12, max: 1781.77
Date: 07-14 at 22:52:11, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1095.64 best obj: 1250.06(9) mean: 1487.32, max: 1742.97
