Date: 12-28 at 19:01:54, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1517.31(14), mean: 2401.43, max: 3022.85
Date: 12-28 at 19:02:41, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1387.43(13), mean: 2392.56, max: 2972.28
Date: 12-28 at 19:03:36, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1383.09(13), mean: 2414.87, max: 3005.00
Date: 12-28 at 19:04:30, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1368.04(13), mean: 2439.15, max: 3041.59
Date: 12-28 at 19:05:23, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1366.11(13), mean: 1948.04, max: 2927.17
Date: 12-28 at 19:06:24, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1356.26(13), mean: 1476.46, max: 1569.38
Date: 12-28 at 19:07:14, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1356.26(13), mean: 1534.76, max: 1636.56
Date: 12-28 at 19:08:01, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1356.26(13), mean: 1600.54, max: 1709.39
Date: 12-28 at 19:08:52, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1356.26(13), mean: 1524.59, max: 1770.43
Date: 12-28 at 19:09:39, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1350.38(13), mean: 1580.09, max: 1843.68
Date: 12-28 at 19:10:31, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1284.97(13), mean: 1469.42, max: 1766.75
Date: 12-28 at 19:11:20, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.33(13), mean: 1498.75, max: 1801.80
Date: 12-28 at 19:12:16, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1444.00, max: 1659.68
Date: 12-28 at 19:13:05, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1414.65, max: 1699.92
Date: 12-28 at 19:13:54, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1431.64, max: 1764.96
Date: 12-28 at 19:14:40, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1461.59, max: 1790.01
Date: 12-28 at 19:15:33, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1357.92, max: 1455.59
Date: 12-28 at 19:16:20, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 2330.73, max: 2681.62
Date: 12-28 at 19:17:18, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1499.43, max: 1668.43
Date: 12-28 at 19:18:05, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1522.64, max: 1658.26
Date: 12-28 at 19:18:48, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1545.04, max: 1722.65
Date: 12-28 at 19:19:43, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 2351.76, max: 2839.39
Date: 12-28 at 19:20:42, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 1135.52, best obj: 1283.06(13), mean: 1482.76, max: 1687.13
