Date: 12-03 at 15:04:45, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1375.69(17), mean: 2113.12, max: 2829.97
Date: 12-03 at 15:05:42, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1322.95(17), mean: 2137.29, max: 2866.34
Date: 12-03 at 15:06:44, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1319.07(17), mean: 2042.72, max: 2807.67
Date: 12-03 at 15:07:53, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1319.07(17), mean: 1437.52, max: 1504.84
Date: 12-03 at 15:08:57, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1319.07(17), mean: 1427.32, max: 1547.48
Date: 12-03 at 15:09:57, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1319.07(17), mean: 1514.42, max: 1645.69
Date: 12-03 at 15:10:52, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1311.48(16), mean: 1505.58, max: 1659.81
Date: 12-03 at 15:11:48, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1306.48(16), mean: 1545.28, max: 1702.70
Date: 12-03 at 15:12:52, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1545.78, max: 1753.31
Date: 12-03 at 15:13:49, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1525.65, max: 1772.25
Date: 12-03 at 15:14:49, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1529.52, max: 1803.78
Date: 12-03 at 15:15:59, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1470.71, max: 1803.50
Date: 12-03 at 15:16:50, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1522.16, max: 1856.25
Date: 12-03 at 15:18:01, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1523.14, max: 1706.54
Date: 12-03 at 15:18:56, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1531.98, max: 1752.87
Date: 12-03 at 15:19:55, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1477.96, max: 1674.16
Date: 12-03 at 15:21:00, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1432.67, max: 1672.78
Date: 12-03 at 15:22:01, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1491.20, max: 1732.47
Date: 12-03 at 15:23:01, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 1213.62, best obj: 1301.29(16), mean: 1465.31, max: 1746.44
