Date: 07-07 at 05:31:04, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1447.94(5) mean: 2857.35, max: 3357.80
Date: 07-07 at 05:31:59, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1343.45(12) mean: 2244.85, max: 3139.57
Date: 07-07 at 05:32:55, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1266.31(12) mean: 2184.80, max: 2984.42
Date: 07-07 at 05:33:55, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1255.92(11) mean: 1991.43, max: 2818.07
Date: 07-07 at 05:35:03, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1255.89(11) mean: 1782.66, max: 2461.37
Date: 07-07 at 05:36:13, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1216.87(12) mean: 1403.10, max: 2365.96
Date: 07-07 at 05:37:12, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1195.30(11) mean: 1415.33, max: 2268.93
Date: 07-07 at 05:38:18, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1190.79(11) mean: 1413.23, max: 2271.58
Date: 07-07 at 05:39:21, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1190.11(11) mean: 1379.55, max: 2158.08
Date: 07-07 at 05:40:29, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1153.35(10) mean: 1243.50, max: 1334.14
Date: 07-07 at 05:41:38, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1139.86(10) mean: 1233.04, max: 1299.66
Date: 07-07 at 05:42:44, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1131.02(9) mean: 1207.72, max: 1265.61
Date: 07-07 at 05:43:51, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1131.01(9) mean: 1228.70, max: 1301.26
Date: 07-07 at 05:44:52, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.60(9) mean: 1229.26, max: 1335.42
Date: 07-07 at 05:46:11, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.60(9) mean: 1200.22, max: 1290.37
Date: 07-07 at 05:47:14, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.60(9) mean: 1190.53, max: 1325.24
Date: 07-07 at 05:48:05, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.60(9) mean: 1228.36, max: 1300.22
Date: 07-07 at 05:49:09, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.60(9) mean: 1210.32, max: 1314.06
Date: 07-07 at 05:50:06, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.60(9) mean: 1380.79, max: 1713.66
Date: 07-07 at 05:51:12, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1124.29(10) mean: 1238.50, max: 1487.85
Date: 07-07 at 05:52:10, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1114.90(9) mean: 1218.76, max: 1306.11
Date: 07-07 at 05:53:09, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1105.86(9) mean: 1206.59, max: 1318.86
Date: 07-07 at 05:54:04, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1105.86(9) mean: 1192.30, max: 1359.77
Date: 07-07 at 05:55:08, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1094.59(9) mean: 1127.20, max: 1177.00
Date: 07-07 at 05:56:10, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1094.23(9) mean: 1138.98, max: 1220.96
Date: 07-07 at 05:57:11, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1094.23(9) mean: 1127.30, max: 1184.74
Date: 07-07 at 05:58:11, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1094.23(9) mean: 1130.96, max: 1210.38
Date: 07-07 at 05:59:18, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1090.09(8) mean: 1118.62, max: 1170.09
Date: 07-07 at 06:00:24, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1079.48(8) mean: 1104.12, max: 1141.98
Date: 07-07 at 06:01:09, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1077.04(8) mean: 1146.13, max: 1196.35
Date: 07-07 at 06:02:11, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1077.04(8) mean: 1095.73, max: 1108.15
