Date: 07-06 at 17:08:16, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1441.48(5) mean: 2866.29, max: 3529.61
Date: 07-06 at 17:09:35, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1359.26(13) mean: 2576.32, max: 3418.03
Date: 07-06 at 17:10:54, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1253.13(13) mean: 2413.70, max: 3289.62
Date: 07-06 at 17:12:11, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1246.46(13) mean: 2377.48, max: 3219.36
Date: 07-06 at 17:13:39, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1243.23(13) mean: 2233.12, max: 3123.64
Date: 07-06 at 17:14:57, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1228.81(13) mean: 2073.62, max: 2944.66
Date: 07-06 at 17:16:20, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1212.63(12) mean: 2077.11, max: 2971.02
Date: 07-06 at 17:17:35, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1207.33(11) mean: 1827.85, max: 2575.01
Date: 07-06 at 17:18:58, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1195.91(11) mean: 1631.53, max: 2443.08
Date: 07-06 at 17:20:11, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.38(11) mean: 1578.65, max: 2263.77
Date: 07-06 at 17:21:34, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.38(11) mean: 1528.72, max: 2255.32
Date: 07-06 at 17:23:02, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1189.38(11) mean: 1244.64, max: 1312.12
Date: 07-06 at 17:24:39, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1186.70(11) mean: 1220.20, max: 1273.55
Date: 07-06 at 17:26:14, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1173.44(12) mean: 1216.89, max: 1278.35
Date: 07-06 at 17:27:38, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.35(11) mean: 1229.85, max: 1282.52
Date: 07-06 at 17:28:51, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.28(11) mean: 1220.62, max: 1328.42
Date: 07-06 at 17:30:14, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.28(11) mean: 1218.81, max: 1361.32
Date: 07-06 at 17:31:38, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.28(11) mean: 1216.34, max: 1275.97
Date: 07-06 at 17:32:59, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.16(11) mean: 1226.68, max: 1278.65
Date: 07-06 at 17:34:28, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.16(11) mean: 1218.28, max: 1324.01
Date: 07-06 at 17:36:01, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.16(11) mean: 1207.57, max: 1361.06
Date: 07-06 at 17:37:28, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.16(11) mean: 1187.73, max: 1225.80
Date: 07-06 at 17:38:33, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.16(11) mean: 1221.41, max: 1282.20
Date: 07-06 at 17:39:58, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1153.00(11) mean: 1363.09, max: 1796.82
Date: 07-06 at 17:41:15, iter: 26, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1133.91(10) mean: 1262.80, max: 1810.86
Date: 07-06 at 17:42:27, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1122.55(10) mean: 1191.07, max: 1583.34
Date: 07-06 at 17:43:46, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1155.14, max: 1242.75
Date: 07-06 at 17:45:11, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1148.86, max: 1204.58
Date: 07-06 at 17:46:25, iter: 30, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1175.47, max: 1252.91
Date: 07-06 at 17:47:46, iter: 31, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1147.70, max: 1198.19
Date: 07-06 at 17:49:05, iter: 32, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1172.29, max: 1239.47
Date: 07-06 at 17:50:22, iter: 34, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1357.03, max: 1576.36
Date: 07-06 at 17:51:38, iter: 35, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1180.73, max: 1300.68
Date: 07-06 at 17:53:10, iter: 36, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1169.01, max: 1297.71
Date: 07-06 at 17:54:25, iter: 37, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1198.97, max: 1353.87
Date: 07-06 at 17:55:35, iter: 39, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1115.57(10) mean: 1347.75, max: 1598.06
Date: 07-06 at 17:56:56, iter: 40, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1113.86(9) mean: 1206.13, max: 1405.45
Date: 07-06 at 17:58:06, iter: 41, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1107.15(8) mean: 1177.89, max: 1357.78
Date: 07-06 at 17:59:24, iter: 42, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1147.86, max: 1245.05
Date: 07-06 at 18:00:29, iter: 43, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1183.36, max: 1300.24
Date: 07-06 at 18:01:42, iter: 44, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1147.70, max: 1224.07
Date: 07-06 at 18:02:55, iter: 45, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1149.18, max: 1219.52
Date: 07-06 at 18:04:02, iter: 46, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1158.70, max: 1263.22
Date: 07-06 at 18:05:22, iter: 48, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1362.36, max: 1571.11
Date: 07-06 at 18:06:28, iter: 49, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1325.61, max: 1552.11
Date: 07-06 at 18:07:36, iter: 50, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1186.88, max: 1462.08
Date: 07-06 at 18:08:56, iter: 51, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1178.27, max: 1434.54
Date: 07-06 at 18:10:05, iter: 53, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1342.87, max: 1528.11
Date: 07-06 at 18:11:17, iter: 54, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1182.31, max: 1342.86
Date: 07-06 at 18:12:26, iter: 55, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1167.24, max: 1299.97
Date: 07-06 at 18:13:31, iter: 56, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1145.23, max: 1200.87
Date: 07-06 at 18:14:43, iter: 58, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1400.65, max: 1740.24
Date: 07-06 at 18:15:54, iter: 59, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1258.73, max: 1430.82
Date: 07-06 at 18:16:57, iter: 60, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1185.91, max: 1407.56
Date: 07-06 at 18:18:13, iter: 61, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1182.72, max: 1362.23
Date: 07-06 at 18:19:33, iter: 63, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1337.62, max: 1584.65
Date: 07-06 at 18:20:42, iter: 64, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1104.07(8) mean: 1305.87, max: 1597.72
Date: 07-06 at 18:22:02, iter: 65, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1099.10(9) mean: 1146.71, max: 1231.08
Date: 07-06 at 18:23:01, iter: 66, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1096.43(9) mean: 1180.04, max: 1256.30
Date: 07-06 at 18:24:08, iter: 67, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1092.59(9) mean: 1166.10, max: 1272.08
Date: 07-06 at 18:25:21, iter: 68, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1121.54, max: 1149.12
Date: 07-06 at 18:26:40, iter: 69, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1111.69, max: 1165.29
Date: 07-06 at 18:28:00, iter: 70, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1108.04, max: 1142.87
Date: 07-06 at 18:29:20, iter: 71, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1102.80, max: 1137.34
Date: 07-06 at 18:30:26, iter: 72, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1116.01, max: 1165.41
Date: 07-06 at 18:31:36, iter: 74, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1275.86, max: 1512.90
Date: 07-06 at 18:32:59, iter: 75, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1212.16, max: 1457.01
Date: 07-06 at 18:34:36, iter: 76, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1152.57, max: 1252.93
Date: 07-06 at 18:35:47, iter: 77, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1152.88, max: 1274.62
Date: 07-06 at 18:37:06, iter: 79, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1085.35(9) mean: 1293.40, max: 1509.20
