Date: 11-18 at 02:24:21, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 1138.25(5), mean: 3266.07, max: 3673.69
Date: 11-18 at 02:25:31, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 1050.01(5), mean: 3120.73, max: 3491.09
Date: 11-18 at 02:26:44, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 922.93(5), mean: 2121.76, max: 2579.40
Date: 11-18 at 02:28:00, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 922.93(5), mean: 1082.38, max: 1270.66
Date: 11-18 at 02:29:09, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 885.71(7), mean: 1089.94, max: 1256.83
Date: 11-18 at 02:30:23, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 840.66(6), mean: 1076.39, max: 1251.69
Date: 11-18 at 02:31:35, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 822.68(6), mean: 1088.96, max: 1308.79
Date: 11-18 at 02:32:49, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 817.41(6), mean: 901.55, max: 1153.49
Date: 11-18 at 02:34:07, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 817.41(6), mean: 855.48, max: 913.63
Date: 11-18 at 02:35:16, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 817.41(6), mean: 852.26, max: 901.11
Date: 11-18 at 02:36:24, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 812.27(6), mean: 859.60, max: 962.55
Date: 11-18 at 02:37:33, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 812.27(6), mean: 860.42, max: 959.72
Date: 11-18 at 02:38:52, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 812.27(6), mean: 848.78, max: 931.57
Date: 11-18 at 02:40:02, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 812.27(6), mean: 842.92, max: 898.51
Date: 11-18 at 02:41:10, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 812.27(6), mean: 843.07, max: 900.85
Date: 11-18 at 02:42:23, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 812.27(6), mean: 839.20, max: 848.94
Date: 11-18 at 02:43:36, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 812.27(6), mean: 813.99, max: 833.01
Date: 11-18 at 02:44:41, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 814.81, max: 851.16
Date: 11-18 at 02:45:49, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 812.22, max: 812.27
Date: 11-18 at 02:46:55, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 846.47, max: 848.96
Date: 11-18 at 02:48:12, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 839.15, max: 846.48
Date: 11-18 at 02:49:21, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 814.51, max: 839.75
Date: 11-18 at 02:50:32, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 812.25, max: 812.83
Date: 11-18 at 02:51:44, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 834.07, max: 850.37
Date: 11-18 at 02:52:54, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 827.66, max: 846.35
Date: 11-18 at 02:54:03, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 815.86, max: 845.68
Date: 11-18 at 02:55:16, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 812.18, max: 815.02
Date: 11-18 at 02:56:27, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 591.56, best obj: 811.48(6), mean: 830.06, max: 862.03
