Date: 03-25 at 01:47:55, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 1089.11(9), mean: 1709.02, max: 2102.41
Date: 03-25 at 01:47:58, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 1033.85(8), mean: 1593.42, max: 2016.16
Date: 03-25 at 01:48:02, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 1015.17(8), mean: 1544.56, max: 2002.39
Date: 03-25 at 01:48:06, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 1015.11(8), mean: 1447.23, max: 1924.05
Date: 03-25 at 01:48:15, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 1015.11(8), mean: 1191.89, max: 1319.97
Date: 03-25 at 01:48:19, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 986.15(9), mean: 1169.12, max: 1382.67
Date: 03-25 at 01:48:21, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 984.27(9), mean: 1223.11, max: 1426.43
Date: 03-25 at 01:48:32, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 975.23(10), mean: 1066.82, max: 1219.96
Date: 03-25 at 01:48:36, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 968.51(10), mean: 1129.93, max: 1234.64
Date: 03-25 at 01:48:39, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 968.51(10), mean: 1121.13, max: 1247.96
Date: 03-25 at 01:48:48, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 911.53(9), mean: 1011.65, max: 1113.17
Date: 03-25 at 01:48:56, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 911.53(9), mean: 996.87, max: 1094.70
Date: 03-25 at 01:49:01, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 911.53(9), mean: 1044.06, max: 1127.51
Date: 03-25 at 01:49:11, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 911.53(9), mean: 1018.24, max: 1094.70
Date: 03-25 at 01:49:22, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 904.05(9), mean: 946.10, max: 1005.19
Date: 03-25 at 01:49:31, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 899.40(9), mean: 962.22, max: 1071.36
Date: 03-25 at 01:49:37, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 895.76(9), mean: 925.65, max: 1040.74
Date: 03-25 at 01:49:40, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 892.10(9), mean: 964.53, max: 1068.24
Date: 03-25 at 01:49:45, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 892.10(9), mean: 925.60, max: 1010.31
Date: 03-25 at 01:49:52, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 892.10(9), mean: 954.94, max: 1079.15
Date: 03-25 at 01:49:55, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 892.10(9), mean: 1020.86, max: 1155.22
Date: 03-25 at 01:50:00, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 892.10(9), mean: 933.15, max: 1038.68
Date: 03-25 at 01:50:08, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 892.10(9), mean: 1549.20, max: 1968.48
Date: 03-25 at 01:50:12, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 892.10(9), mean: 1373.78, max: 1774.87
Date: 03-25 at 01:50:24, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 892.10(9), mean: 1191.15, max: 1679.77
Date: 03-25 at 01:50:37, particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 1015.89, max: 1156.99
Date: 03-25 at 01:50:48, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 979.13, max: 1108.52
Date: 03-25 at 01:50:58, particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 949.89, max: 1037.42
Date: 03-25 at 01:51:08, particle: 15, iter: 31, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 943.54, max: 1037.42
Date: 03-25 at 01:51:14, particle: 15, iter: 32, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 994.29, max: 1114.04
Date: 03-25 at 01:51:18, particle: 15, iter: 35, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 1578.97, max: 1968.48
Date: 03-25 at 01:51:22, particle: 15, iter: 36, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 1523.77, max: 1929.70
Date: 03-25 at 01:51:31, particle: 15, iter: 37, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 1190.08, max: 1413.79
Date: 03-25 at 01:51:37, particle: 15, iter: 38, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 1079.77, max: 1376.19
Date: 03-25 at 01:51:46, particle: 15, iter: 41, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 1591.36, max: 1990.23
Date: 03-25 at 01:51:50, particle: 15, iter: 42, fix: false, local: true, cut car: true, new generate: true, best obj: 875.89(8), mean: 1413.10, max: 1851.27
