Date: 01-29 at 19:30:27, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1587.47(4), mean: 2770.56, max: 4055.13
Date: 01-29 at 19:31:31, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1351.25(7), mean: 1959.03, max: 3422.20
Date: 01-29 at 19:32:59, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1190.44(7), mean: 1888.48, max: 3199.55
Date: 01-29 at 19:34:07, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1171.27(7), mean: 1902.72, max: 3178.25
Date: 01-29 at 19:35:22, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 1901.46, max: 3072.39
Date: 01-29 at 19:36:47, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 1774.32, max: 2737.28
Date: 01-29 at 19:38:19, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 1314.17, max: 1447.28
Date: 01-29 at 19:39:38, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 1319.96, max: 1425.71
Date: 01-29 at 19:40:56, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 1264.92, max: 1404.63
Date: 01-29 at 19:42:08, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 2771.14, max: 3428.68
Date: 01-29 at 19:43:34, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 2294.78, max: 3254.95
Date: 01-29 at 19:44:35, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 2071.37, max: 2853.28
Date: 01-29 at 19:45:50, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 1840.43, max: 2539.21
Date: 01-29 at 19:47:10, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 3080.88, max: 3949.61
Date: 01-29 at 19:48:23, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 926.82, best obj: 1169.94(7), mean: 2448.27, max: 3594.47
