Date: 04-13 at 13:09:46, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 501.48(2), mean: 694.25, max: 1022.56
Date: 04-13 at 13:09:47, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 491.01(2), mean: 815.24, max: 1419.12
Date: 04-13 at 13:09:49, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 487.83(2), mean: 940.59, max: 1805.22
Date: 04-13 at 13:09:52, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1064.07, max: 2177.72
Date: 04-13 at 13:09:56, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1180.98, max: 2528.44
Date: 04-13 at 13:10:01, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1297.88, max: 2879.16
Date: 04-13 at 13:10:08, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1414.79, max: 3229.87
Date: 04-13 at 13:10:18, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1531.69, max: 3580.59
Date: 04-13 at 13:10:30, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1648.60, max: 3931.31
Date: 04-13 at 13:10:45, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1765.51, max: 4282.03
Date: 04-13 at 13:11:03, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1882.41, max: 4632.75
Date: 04-13 at 13:11:26, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 1999.32, max: 4983.47
Date: 04-13 at 13:11:52, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 2046.82, max: 5110.26
Date: 04-13 at 13:12:24, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 477.51(2), mean: 2187.11, max: 5460.97
