Date: 08-06 at 14:46:56, iter: 1, new3, Khoo: 1371.69, current_best: 1811.64 best obj: 1811.64(18) mean: 2761.03, max: 3194.84
Date: 08-06 at 14:48:35, iter: 2, new3, Khoo: 1371.69, current_best: 1607.05 best obj: 1607.05(16) mean: 2571.04, max: 3102.42
Date: 08-06 at 14:50:15, iter: 3, new3, Khoo: 1371.69, current_best: 1528.95 best obj: 1528.95(15) mean: 2334.37, max: 2975.45
Date: 08-06 at 14:51:58, iter: 4, new3, Khoo: 1371.69, current_best: 1513.55 best obj: 1513.55(14) mean: 2259.53, max: 2960.02
Date: 08-06 at 14:53:52, iter: 5, new3, Khoo: 1371.69, current_best: 1513.55 best obj: 1513.55(14) mean: 1661.17, max: 1793.41
Date: 08-06 at 14:55:32, iter: 6, new3, Khoo: 1371.69, current_best: 1513.55 best obj: 1513.55(14) mean: 1686.20, max: 1856.03
Date: 08-06 at 14:57:09, iter: 7, new3, Khoo: 1371.69, current_best: 1513.55 best obj: 1513.55(14) mean: 1699.12, max: 1906.49
Date: 08-06 at 14:58:54, iter: 9, new3, Khoo: 1371.69, current_best: 1513.55 best obj: 1513.55(14) mean: 1672.08, max: 1842.01
Date: 08-06 at 15:00:39, iter: 10, new3, Khoo: 1371.69, current_best: 1513.55 best obj: 1513.55(14) mean: 1709.47, max: 1893.30
Date: 08-06 at 15:02:28, iter: 11, new3, Khoo: 1371.69, current_best: 1510.25 best obj: 1510.25(16) mean: 1588.91, max: 1667.81
Date: 08-06 at 15:03:57, iter: 12, new3, Khoo: 1371.69, current_best: 1492.41 best obj: 1492.41(15) mean: 1653.70, max: 1741.66
Date: 08-06 at 15:05:41, iter: 13, new3, Khoo: 1371.69, current_best: 1459.71 best obj: 1459.71(15) mean: 1632.59, max: 1741.89
Date: 08-06 at 15:07:20, iter: 14, new3, Khoo: 1371.69, current_best: 1459.71 best obj: 1459.71(15) mean: 1540.58, max: 1663.67
Date: 08-06 at 15:08:59, iter: 15, new3, Khoo: 1371.69, current_best: 1459.71 best obj: 1459.71(15) mean: 1568.75, max: 1723.00
Date: 08-06 at 15:10:32, iter: 16, new3, Khoo: 1371.69, current_best: 1459.71 best obj: 1459.71(15) mean: 1586.03, max: 1758.36
Date: 08-06 at 15:12:13, iter: 17, new3, Khoo: 1371.69, current_best: 1454.83 best obj: 1454.83(15) mean: 1527.71, max: 1672.66
Date: 08-06 at 15:13:49, iter: 18, new3, Khoo: 1371.69, current_best: 1454.41 best obj: 1454.41(15) mean: 1595.13, max: 1752.31
Date: 08-06 at 15:15:36, iter: 19, new3, Khoo: 1371.69, current_best: 1454.41 best obj: 1454.41(15) mean: 1530.35, max: 1619.00
Date: 08-06 at 15:17:12, iter: 20, new3, Khoo: 1371.69, current_best: 1454.41 best obj: 1454.41(15) mean: 1571.07, max: 1671.62
Date: 08-06 at 15:18:54, iter: 21, new3, Khoo: 1371.69, current_best: 1449.75 best obj: 1449.75(15) mean: 1504.94, max: 1572.34
Date: 08-06 at 15:20:31, iter: 22, new3, Khoo: 1371.69, current_best: 1449.55 best obj: 1449.55(15) mean: 1558.21, max: 1646.56
Date: 08-06 at 15:22:07, iter: 23, new3, Khoo: 1371.69, current_best: 1449.55 best obj: 1449.55(15) mean: 1587.32, max: 1678.75
Date: 08-06 at 15:23:54, iter: 24, new3, Khoo: 1371.69, current_best: 1449.55 best obj: 1449.55(15) mean: 1525.73, max: 1618.03
Date: 08-06 at 15:25:28, iter: 25, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1537.29, max: 1638.66
Date: 08-06 at 15:27:10, iter: 26, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1599.73, max: 1696.86
Date: 08-06 at 15:28:55, iter: 27, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1570.28, max: 1727.03
Date: 08-06 at 15:30:37, iter: 28, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1533.09, max: 1676.44
Date: 08-06 at 15:32:09, iter: 30, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1730.81, max: 1976.74
Date: 08-06 at 15:33:46, iter: 31, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1714.87, max: 1999.53
Date: 08-06 at 15:35:30, iter: 32, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1555.12, max: 2031.32
Date: 08-06 at 15:37:04, iter: 33, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1577.18, max: 1969.34
Date: 08-06 at 15:38:40, iter: 35, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(15) mean: 1657.31, max: 1825.11
Date: 08-06 at 15:40:42, iter: 37, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1438.90(16) mean: 1574.28, max: 1843.33
Date: 08-06 at 15:42:26, iter: 38, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1467.96(16) mean: 1639.26, max: 1852.18
Date: 08-06 at 15:44:14, iter: 39, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1461.71(14) mean: 1577.96, max: 1907.41
Date: 08-06 at 15:45:50, iter: 41, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1457.43(14) mean: 1738.68, max: 1991.75
Date: 08-06 at 15:47:33, iter: 42, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1457.43(14) mean: 1666.43, max: 1951.60
Date: 08-06 at 15:49:09, iter: 43, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1457.43(14) mean: 1681.58, max: 1940.93
Date: 08-06 at 15:50:58, iter: 44, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1457.43(14) mean: 1557.26, max: 1666.16
Date: 08-06 at 15:52:36, iter: 46, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1457.43(14) mean: 1647.83, max: 1803.26
Date: 08-06 at 15:54:05, iter: 47, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1457.43(14) mean: 1677.16, max: 1844.97
Date: 08-06 at 15:56:02, iter: 49, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1455.58(17) mean: 1587.54, max: 1817.71
Date: 08-06 at 15:57:41, iter: 50, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1457.43(14) mean: 1528.75, max: 1669.94
Date: 08-06 at 15:59:29, iter: 52, new3, Khoo: 1371.69, current_best: 1438.90 best obj: 1451.72(15) mean: 1598.26, max: 1968.14
