Date: 01-12 at 17:33:45, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1265.74(10), mean: 2477.32, max: 4006.51
Date: 01-12 at 17:34:39, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1178.14(9), mean: 2494.36, max: 3916.74
Date: 01-12 at 17:35:31, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1176.15(9), mean: 2308.70, max: 3775.81
Date: 01-12 at 17:36:25, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1654.94, max: 2929.44
Date: 01-12 at 17:37:17, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1627.42, max: 2919.81
Date: 01-12 at 17:38:11, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1672.63, max: 2842.70
Date: 01-12 at 17:39:05, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1347.53, max: 1524.36
Date: 01-12 at 17:40:01, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1266.28, max: 1398.08
Date: 01-12 at 17:40:54, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1471.31, max: 1653.56
Date: 01-12 at 17:41:47, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1379.17, max: 1578.12
Date: 01-12 at 17:42:40, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1441.69, max: 1664.85
Date: 01-12 at 17:43:33, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1157.50(8), mean: 1303.38, max: 1597.76
Date: 01-12 at 17:44:27, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1152.95(8), mean: 1487.24, max: 1869.91
Date: 01-12 at 17:45:17, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 966.08, best obj: 1152.47(8), mean: 1348.41, max: 1712.20
