Date: 06-30 at 18:33:44, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1602.74(6) mean: 3276.40, max: 3803.62
Date: 06-30 at 18:34:19, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1471.14(6) mean: 2950.03, max: 3471.68
Date: 06-30 at 18:35:02, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1427.19(6) mean: 2917.87, max: 3449.41
Date: 06-30 at 18:35:37, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1414.88(6) mean: 2123.60, max: 2865.93
Date: 06-30 at 18:36:10, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1388.52(11) mean: 1453.70, max: 1543.60
Date: 06-30 at 18:36:52, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1360.38(11) mean: 1481.46, max: 1597.56
Date: 06-30 at 18:37:35, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1358.04(11) mean: 1478.90, max: 1608.14
Date: 06-30 at 18:38:17, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1358.04(11) mean: 1505.36, max: 1704.36
Date: 06-30 at 18:39:11, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.97(11) mean: 1501.94, max: 1737.89
Date: 06-30 at 18:39:59, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1336.97(11) mean: 1543.80, max: 1799.65
Date: 06-30 at 18:41:01, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1325.02(13) mean: 1404.94, max: 1637.36
Date: 06-30 at 18:42:07, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1312.05(13) mean: 1415.43, max: 1643.76
