Date: 07-01 at 09:53:30, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1579.67(7) mean: 2798.96, max: 3489.43
Date: 07-01 at 09:54:35, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1488.20(13) mean: 2322.80, max: 3404.46
Date: 07-01 at 09:55:32, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1333.63(12) mean: 2207.84, max: 3252.89
Date: 07-01 at 09:56:32, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1304.99(12) mean: 2032.63, max: 3096.91
Date: 07-01 at 09:57:32, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1299.25(12) mean: 1863.44, max: 2739.03
Date: 07-01 at 09:58:38, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1292.05(12) mean: 1866.63, max: 2638.74
Date: 07-01 at 09:59:51, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1292.05(12) mean: 1401.78, max: 1547.03
Date: 07-01 at 10:00:51, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1292.05(12) mean: 1446.21, max: 1601.17
Date: 07-01 at 10:01:56, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1292.05(12) mean: 1435.04, max: 1608.42
Date: 07-01 at 10:03:00, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1282.69(13) mean: 1424.93, max: 1576.66
Date: 07-01 at 10:04:03, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1276.62(13) mean: 1404.28, max: 1561.44
Date: 07-01 at 10:05:16, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1274.77(12) mean: 1334.77, max: 1540.81
Date: 07-01 at 10:06:26, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1262.79(12) mean: 1314.81, max: 1407.56
Date: 07-01 at 10:07:24, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1262.79(12) mean: 1331.16, max: 1401.83
Date: 07-01 at 10:08:26, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1246.98(12) mean: 1343.53, max: 1402.81
Date: 07-01 at 10:09:29, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1246.98(11) mean: 1327.02, max: 1404.22
Date: 07-01 at 10:10:35, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1241.85(12) mean: 1313.15, max: 1400.93
Date: 07-01 at 10:11:46, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1230.94(12) mean: 1304.35, max: 1384.90
Date: 07-01 at 10:12:56, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1230.71(12) mean: 1294.54, max: 1392.51
Date: 07-01 at 10:14:02, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1227.17(11) mean: 1270.26, max: 1318.55
Date: 07-01 at 10:14:59, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1227.17(11) mean: 1282.89, max: 1364.78
Date: 07-01 at 10:16:02, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1227.17(11) mean: 1319.20, max: 1411.80
Date: 07-01 at 10:17:12, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1227.17(11) mean: 1285.53, max: 1332.04
Date: 07-01 at 10:18:14, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1227.17(11) mean: 1286.98, max: 1363.86
Date: 07-01 at 10:19:22, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1227.17(11) mean: 1456.00, max: 1652.74
Date: 07-01 at 10:20:30, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1227.17(11) mean: 1320.43, max: 1507.83
Date: 07-01 at 10:21:35, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.41(12) mean: 1323.05, max: 1538.44
Date: 07-01 at 10:22:37, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.41(12) mean: 1350.79, max: 1559.95
Date: 07-01 at 10:23:50, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1144.48 best obj: 1226.41(12) mean: 1292.34, max: 1418.87
