Date: 01-09 at 20:15:25, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1305.46(13), mean: 3654.50, max: 4118.05
Date: 01-09 at 20:16:29, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1107.29(12), mean: 3247.43, max: 3929.92
Date: 01-09 at 20:17:33, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1080.43(12), mean: 2988.71, max: 3836.39
Date: 01-09 at 20:18:36, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 1006.94(13), mean: 2486.27, max: 3486.07
Date: 01-09 at 20:19:40, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 994.93(13), mean: 2475.80, max: 3501.10
Date: 01-09 at 20:20:44, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 994.93(13), mean: 2404.75, max: 3402.17
Date: 01-09 at 20:21:50, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 994.93(13), mean: 1196.38, max: 1386.87
Date: 01-09 at 20:22:53, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 994.93(13), mean: 1168.29, max: 1429.87
Date: 01-09 at 20:23:57, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 928.29(12), mean: 1046.37, max: 1182.75
Date: 01-09 at 20:24:58, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 895.07(11), mean: 1079.72, max: 1235.66
Date: 01-09 at 20:26:01, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 1032.14, max: 1209.52
Date: 01-09 at 20:27:05, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 1045.99, max: 1229.10
Date: 01-09 at 20:28:08, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 1034.24, max: 1183.66
Date: 01-09 at 20:29:11, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 1033.92, max: 1226.51
Date: 01-09 at 20:30:12, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 1019.05, max: 1130.11
Date: 01-09 at 20:31:16, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 1211.17, max: 1415.48
Date: 01-09 at 20:32:18, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 1022.13, max: 1243.73
Date: 01-09 at 20:33:18, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 980.17, max: 1097.15
Date: 01-09 at 20:34:17, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 894.57(11), mean: 968.70, max: 1055.56
Date: 01-09 at 20:35:19, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 882.94(11), mean: 1065.90, max: 1466.33
Date: 01-09 at 20:36:18, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 828.94, best obj: 882.94(11), mean: 985.22, max: 1223.30
