Date: 12-16 at 11:24:05, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1660.99(6), mean: 3722.93, max: 4722.42
Date: 12-16 at 11:24:39, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1500.74(11), mean: 2740.70, max: 3822.23
Date: 12-16 at 11:25:24, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1427.55(11), mean: 2632.58, max: 3829.77
Date: 12-16 at 11:26:07, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1382.67(10), mean: 2489.76, max: 3510.76
Date: 12-16 at 11:26:51, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1369.96(10), mean: 2401.97, max: 3256.83
Date: 12-16 at 11:27:30, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1369.96(10), mean: 2160.08, max: 2829.32
Date: 12-16 at 11:28:15, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1369.96(10), mean: 1852.07, max: 2610.02
Date: 12-16 at 11:29:06, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1369.96(10), mean: 1437.98, max: 1511.52
Date: 12-16 at 11:29:39, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1369.96(10), mean: 1514.76, max: 1581.57
Date: 12-16 at 11:30:22, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1335.24(10), mean: 1457.04, max: 1609.03
Date: 12-16 at 11:31:09, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1379.70, max: 1429.00
Date: 12-16 at 11:31:50, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1372.17, max: 1418.78
Date: 12-16 at 11:32:28, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1398.20, max: 1491.28
Date: 12-16 at 11:33:08, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1411.01, max: 1531.52
Date: 12-16 at 11:33:53, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1369.81, max: 1599.66
Date: 12-16 at 11:34:36, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1353.63, max: 1412.98
Date: 12-16 at 11:35:20, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1341.84, max: 1370.83
Date: 12-16 at 11:36:03, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1345.50, max: 1425.14
Date: 12-16 at 11:36:44, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1348.33, max: 1376.06
Date: 12-16 at 11:37:25, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1348.72, max: 1392.85
Date: 12-16 at 11:38:12, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1157.55, best obj: 1324.91(9), mean: 1346.40, max: 1382.13
