Date: 11-16 at 04:13:27, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 1095.43(8), mean: 2514.69, max: 3403.06
Date: 11-16 at 04:14:42, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 1003.75(8), mean: 2407.05, max: 3219.55
Date: 11-16 at 04:15:54, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.32(7), mean: 2384.13, max: 3153.60
Date: 11-16 at 04:17:07, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.00(7), mean: 2014.90, max: 2826.26
Date: 11-16 at 04:18:18, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.00(7), mean: 1613.16, max: 2523.44
Date: 11-16 at 04:19:35, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.00(7), mean: 1442.61, max: 2297.96
Date: 11-16 at 04:20:46, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.00(7), mean: 1085.99, max: 1189.09
Date: 11-16 at 04:22:00, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.00(7), mean: 1125.30, max: 1234.29
Date: 11-16 at 04:23:11, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.00(7), mean: 1190.80, max: 1313.91
Date: 11-16 at 04:24:22, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.00(7), mean: 1047.39, max: 1084.11
Date: 11-16 at 04:25:34, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 988.00(7), mean: 1103.68, max: 1167.25
Date: 11-16 at 04:26:44, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 979.04(8), mean: 1135.52, max: 1248.30
Date: 11-16 at 04:27:54, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 976.16(8), mean: 1163.07, max: 1274.93
Date: 11-16 at 04:29:04, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 976.16(8), mean: 1205.28, max: 1287.51
Date: 11-16 at 04:30:16, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 976.16(8), mean: 1111.35, max: 1279.53
Date: 11-16 at 04:31:28, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 976.16(8), mean: 1121.45, max: 1330.50
Date: 11-16 at 04:32:42, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 976.16(8), mean: 1150.16, max: 1375.21
Date: 11-16 at 04:33:53, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 971.79(8), mean: 1032.68, max: 1095.50
Date: 11-16 at 04:35:07, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 966.71(8), mean: 1065.52, max: 1133.14
Date: 11-16 at 04:36:17, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 966.71(8), mean: 1100.68, max: 1192.25
Date: 11-16 at 04:37:27, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 959.59(8), mean: 1011.69, max: 1116.89
Date: 11-16 at 04:38:37, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 957.21(8), mean: 1017.41, max: 1130.17
Date: 11-16 at 04:39:47, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 957.21(8), mean: 1063.90, max: 1187.51
Date: 11-16 at 04:40:57, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 957.21(8), mean: 1091.52, max: 1191.11
Date: 11-16 at 04:42:07, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 957.21(8), mean: 989.41, max: 1037.11
Date: 11-16 at 04:43:16, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 947.11(8), mean: 988.73, max: 1059.65
Date: 11-16 at 04:44:24, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 944.90(8), mean: 967.86, max: 1018.56
Date: 11-16 at 04:45:33, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 944.90(8), mean: 972.87, max: 1051.94
Date: 11-16 at 04:46:49, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 944.90(8), mean: 981.04, max: 1085.20
Date: 11-16 at 04:47:59, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 944.90(8), mean: 993.25, max: 1138.67
Date: 11-16 at 04:49:10, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 944.90(8), mean: 968.82, max: 1015.76
Date: 11-16 at 04:50:23, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 939.30(8), mean: 968.72, max: 1046.79
Date: 11-16 at 04:51:30, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 933.55(7), mean: 977.37, max: 1061.69
Date: 11-16 at 04:52:36, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 929.38(7), mean: 963.99, max: 1065.45
Date: 11-16 at 04:53:42, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87, best obj: 929.38(7), mean: 981.96, max: 1105.89
