Date: 07-07 at 13:57:33, iter: 1, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1195.80(9) mean: 2417.32, max: 3482.84
Date: 07-07 at 13:58:54, iter: 2, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1181.19(9) mean: 2263.68, max: 3178.51
Date: 07-07 at 14:00:15, iter: 3, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1096.93(11) mean: 2109.55, max: 3134.49
Date: 07-07 at 14:01:38, iter: 4, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1096.28(11) mean: 2095.79, max: 3076.44
Date: 07-07 at 14:03:01, iter: 5, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1091.70(10) mean: 1778.36, max: 2702.13
Date: 07-07 at 14:04:22, iter: 6, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1091.70(10) mean: 1585.00, max: 2341.34
Date: 07-07 at 14:05:42, iter: 7, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1091.70(10) mean: 1151.86, max: 1247.79
Date: 07-07 at 14:07:03, iter: 8, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1091.70(10) mean: 1198.43, max: 1270.64
Date: 07-07 at 14:08:23, iter: 9, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1051.72(8) mean: 1139.62, max: 1237.17
Date: 07-07 at 14:09:43, iter: 10, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1043.69(8) mean: 1104.26, max: 1195.35
Date: 07-07 at 14:10:59, iter: 11, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1038.90(8) mean: 1165.54, max: 1255.45
Date: 07-07 at 14:12:20, iter: 12, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1037.55(8) mean: 1193.28, max: 1301.98
Date: 07-07 at 14:13:39, iter: 13, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1036.54(8) mean: 1155.41, max: 1338.00
Date: 07-07 at 14:14:58, iter: 14, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1036.54(8) mean: 1119.89, max: 1193.67
Date: 07-07 at 14:16:14, iter: 15, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1036.54(8) mean: 1149.88, max: 1225.04
Date: 07-07 at 14:17:30, iter: 16, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1036.54(8) mean: 1087.80, max: 1211.40
Date: 07-07 at 14:18:51, iter: 17, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1032.28(9) mean: 1067.92, max: 1128.64
Date: 07-07 at 14:20:08, iter: 18, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1021.18(9) mean: 1057.17, max: 1103.43
Date: 07-07 at 14:21:26, iter: 19, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1013.86(9) mean: 1076.76, max: 1128.02
Date: 07-07 at 14:22:43, iter: 20, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1007.58(8) mean: 1077.75, max: 1137.80
Date: 07-07 at 14:24:08, iter: 21, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 1007.53(8) mean: 1075.23, max: 1196.81
Date: 07-07 at 14:25:38, iter: 22, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 984.30(8) mean: 1033.61, max: 1065.59
Date: 07-07 at 14:27:15, iter: 23, fix: false, local: true, cut car: false, new generate: false, Khoo: 874.87 best obj: 981.19(8) mean: 1030.94, max: 1087.85
