Date: 12-17 at 03:08:25, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1548.03(17), mean: 2368.24, max: 2741.97
Date: 12-17 at 03:09:24, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1513.61(16), mean: 2228.87, max: 2663.29
Date: 12-17 at 03:10:26, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1513.61(16), mean: 2021.17, max: 2552.73
Date: 12-17 at 03:11:33, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1513.61(16), mean: 2038.66, max: 2571.51
Date: 12-17 at 03:12:38, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1513.61(16), mean: 1905.59, max: 2540.99
Date: 12-17 at 03:13:50, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1513.61(16), mean: 1619.03, max: 1681.63
Date: 12-17 at 03:14:58, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1513.61(16), mean: 1614.36, max: 1714.67
Date: 12-17 at 03:15:54, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1513.61(16), mean: 1642.65, max: 1768.44
Date: 12-17 at 03:16:59, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1513.61(16), mean: 1638.02, max: 1811.28
Date: 12-17 at 03:18:03, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1501.42(18), mean: 1587.13, max: 1702.66
Date: 12-17 at 03:19:02, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1490.50(18), mean: 1625.06, max: 1733.88
Date: 12-17 at 03:20:09, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1485.26(18), mean: 1586.65, max: 1762.45
Date: 12-17 at 03:21:15, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1482.73(18), mean: 1610.58, max: 1796.08
Date: 12-17 at 03:22:18, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1482.73(18), mean: 1633.17, max: 1799.37
Date: 12-17 at 03:23:30, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1482.73(18), mean: 1539.96, max: 1584.69
Date: 12-17 at 03:24:41, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1482.73(18), mean: 1526.12, max: 1568.75
Date: 12-17 at 03:25:42, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1479.80(18), mean: 1541.79, max: 1601.50
Date: 12-17 at 03:26:53, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.85(18), mean: 1525.27, max: 1585.41
Date: 12-17 at 03:28:04, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1558.98, max: 1633.16
Date: 12-17 at 03:29:14, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1520.02, max: 1558.94
Date: 12-17 at 03:30:28, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1513.24, max: 1552.37
Date: 12-17 at 03:31:36, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1549.95, max: 1612.93
Date: 12-17 at 03:32:38, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1573.27, max: 1635.55
Date: 12-17 at 03:33:47, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1528.14, max: 1566.76
Date: 12-17 at 03:34:52, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1560.79, max: 1614.29
Date: 12-17 at 03:36:04, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1522.83, max: 1609.42
Date: 12-17 at 03:37:05, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1477.77(18), mean: 1562.65, max: 1679.83
Date: 12-17 at 03:38:18, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1469.03(18), mean: 1513.73, max: 1569.72
Date: 12-17 at 03:39:21, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1461.64(18), mean: 1535.63, max: 1576.92
Date: 12-17 at 03:40:27, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1460.89(18), mean: 1518.18, max: 1642.23
Date: 12-17 at 03:41:36, #particle: 15, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1460.89(18), mean: 1507.59, max: 1587.08
Date: 12-17 at 03:42:44, #particle: 15, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1460.89(18), mean: 1552.40, max: 1597.08
Date: 12-17 at 03:43:53, #particle: 15, iter: 33, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1460.89(18), mean: 1511.13, max: 1583.00
Date: 12-17 at 03:44:58, #particle: 15, iter: 34, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1459.55(18), mean: 1501.08, max: 1583.00
Date: 12-17 at 03:46:10, #particle: 15, iter: 35, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1458.38(18), mean: 1494.60, max: 1559.51
Date: 12-17 at 03:47:20, #particle: 15, iter: 36, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1453.98(18), mean: 1491.79, max: 1559.51
Date: 12-17 at 03:48:25, #particle: 15, iter: 37, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1453.98(18), mean: 1494.21, max: 1559.51
Date: 12-17 at 03:49:30, #particle: 15, iter: 38, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1453.98(18), mean: 1523.69, max: 1613.91
Date: 12-17 at 03:50:40, #particle: 15, iter: 39, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1453.98(18), mean: 1513.18, max: 1586.66
Date: 12-17 at 03:51:51, #particle: 15, iter: 40, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1453.98(18), mean: 1481.89, max: 1532.81
Date: 12-17 at 03:52:57, #particle: 15, iter: 41, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1453.98(18), mean: 1488.20, max: 1554.73
Date: 12-17 at 03:54:09, #particle: 15, iter: 42, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1453.98(18), mean: 1485.95, max: 1541.75
Date: 12-17 at 03:55:22, #particle: 15, iter: 43, fix: false, local: false, cut car: false, new generate: false, Khoo: 1360.78, best obj: 1453.98(18), mean: 1479.72, max: 1532.81
