Date: 08-01 at 12:11:50, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 890.18(3), mean: 2569.53, max: 3586.76
Date: 08-01 at 12:12:28, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 847.43(3), mean: 1595.95, max: 2703.79
Date: 08-01 at 12:13:06, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.32(3), mean: 1425.67, max: 2645.45
Date: 08-01 at 12:13:46, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.32(3), mean: 1084.16, max: 2657.35
Date: 08-01 at 12:14:26, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.32(3), mean: 930.97, max: 1059.50
Date: 08-01 at 12:14:51, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.32(3), mean: 986.40, max: 1097.89
Date: 08-01 at 12:15:15, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 834.32(3), mean: 870.87, max: 895.55
Date: 08-01 at 12:15:48, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 828.61(4), mean: 843.95, max: 881.01
Date: 08-01 at 12:16:11, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 819.66(4), mean: 841.40, max: 885.62
Date: 08-01 at 12:17:05, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 816.60(4), mean: 841.89, max: 898.19
Date: 08-01 at 12:18:06, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 815.79(4), mean: 826.99, max: 856.76
Date: 08-01 at 12:18:36, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 823.15, max: 849.83
Date: 08-01 at 12:19:08, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 820.17, max: 837.96
Date: 08-01 at 12:19:58, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 818.63, max: 835.40
Date: 08-01 at 12:20:24, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 813.38, max: 817.67
Date: 08-01 at 12:21:25, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 813.38, max: 817.67
Date: 08-01 at 12:21:48, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 813.38, max: 817.67
Date: 08-01 at 12:22:19, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 814.03, max: 827.52
Date: 08-01 at 12:23:15, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 813.07, max: 813.07
Date: 08-01 at 12:24:04, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 813.07, max: 813.07
Date: 08-01 at 12:24:28, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 813.07, max: 813.07
Date: 08-01 at 12:25:01, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 2704.21, max: 3778.74
Date: 08-01 at 12:25:50, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 2103.82, max: 3349.03
Date: 08-01 at 12:26:38, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 964.18, max: 1088.73
Date: 08-01 at 12:27:27, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 899.41, max: 982.38
Date: 08-01 at 12:27:55, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 971.86, max: 1063.30
Date: 08-01 at 12:28:25, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 912.70, max: 988.70
Date: 08-01 at 12:28:56, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 891.52, max: 946.36
Date: 08-01 at 12:29:39, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 813.07(4), mean: 899.21, max: 990.02
Date: 08-01 at 12:30:02, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 810.09(4), mean: 838.50, max: 951.05
Date: 08-01 at 12:30:47, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 818.32, max: 839.95
Date: 08-01 at 12:31:47, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 824.09, max: 844.86
Date: 08-01 at 12:32:32, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 815.96, max: 837.83
Date: 08-01 at 12:33:21, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 814.65, max: 828.21
Date: 08-01 at 12:33:46, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 831.80, max: 842.65
Date: 08-01 at 12:34:11, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 808.70, max: 808.70
Date: 08-01 at 12:34:38, #particle: 15, iter: 38, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 808.70, max: 808.70
Date: 08-01 at 12:35:04, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 808.70, max: 808.70
Date: 08-01 at 12:35:33, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 808.70, max: 808.70
Date: 08-01 at 12:36:26, #particle: 15, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 808.70, max: 808.70
Date: 08-01 at 12:37:26, #particle: 15, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 2829.43, max: 3794.32
Date: 08-01 at 12:38:13, #particle: 15, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 2368.36, max: 3249.37
Date: 08-01 at 12:38:43, #particle: 15, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 1213.16, max: 1935.35
Date: 08-01 at 12:39:42, #particle: 15, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 1208.22, max: 1943.89
Date: 08-01 at 12:40:42, #particle: 15, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 906.37, max: 967.53
Date: 08-01 at 12:41:07, #particle: 15, iter: 48, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 932.67, max: 1049.57
Date: 08-01 at 12:41:31, #particle: 15, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 849.43, max: 894.22
Date: 08-01 at 12:41:55, #particle: 15, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 808.70(4), mean: 839.98, max: 882.15
Date: 08-01 at 12:42:41, #particle: 15, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 804.23(4), mean: 840.19, max: 882.06
Date: 08-01 at 12:43:04, #particle: 15, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 804.13(4), mean: 866.84, max: 916.98
Date: 08-01 at 12:43:38, #particle: 15, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 804.13(4), mean: 832.86, max: 888.38
Date: 08-01 at 12:44:16, #particle: 15, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 803.74(4), mean: 823.06, max: 846.24
Date: 08-01 at 12:44:59, #particle: 15, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 803.74(4), mean: 816.05, max: 844.66
Date: 08-01 at 12:45:36, #particle: 15, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 803.74(4), mean: 806.11, max: 831.66
Date: 08-01 at 12:46:15, #particle: 15, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 803.74(4), mean: 804.70, max: 812.56
Date: 08-01 at 12:47:03, #particle: 15, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 803.74(4), mean: 804.09, max: 807.85
Date: 08-01 at 12:47:27, #particle: 15, iter: 59, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 803.74(4), mean: 807.35, max: 838.04
Date: 08-01 at 12:48:12, #particle: 15, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 803.74(4), mean: 804.79, max: 811.72
Date: 08-01 at 12:48:38, #particle: 15, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 803.74(4), mean: 807.02, max: 842.55
Date: 08-01 at 12:49:04, #particle: 15, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 798.52(4), mean: 803.25, max: 803.74
Date: 08-01 at 12:49:32, #particle: 15, iter: 63, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 798.52(4), mean: 803.04, max: 803.74
Date: 08-01 at 12:50:14, #particle: 15, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 798.52(4), mean: 805.09, max: 807.32
Date: 08-01 at 12:51:01, #particle: 15, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 797.12(4), mean: 801.64, max: 806.41
Date: 08-01 at 12:51:26, #particle: 15, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 797.12(4), mean: 813.67, max: 832.50
Date: 08-01 at 12:52:00, #particle: 15, iter: 67, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 797.12(4), mean: 797.82, max: 803.85
Date: 08-01 at 12:52:46, #particle: 15, iter: 68, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 797.12(4), mean: 798.70, max: 809.53
Date: 08-01 at 12:53:21, #particle: 15, iter: 69, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 797.12(4), mean: 797.12, max: 797.12
Date: 08-01 at 12:53:46, #particle: 15, iter: 70, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 797.12(4), mean: 797.12, max: 797.12
Date: 08-01 at 12:54:34, #particle: 15, iter: 71, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 797.12(4), mean: 797.12, max: 797.12
Date: 08-01 at 12:55:26, #particle: 15, iter: 72, fix: false, local: true, cut car: false, new generate: true, Khoo: 705.33, best obj: 797.12(4), mean: 797.12, max: 797.12
