Date: 08-05 at 01:05:22, #particle: 15, iter: 1, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 1063.81(6), mean: 2753.93, max: 3676.86
Date: 08-05 at 01:06:06, #particle: 15, iter: 2, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 982.98(6), mean: 2492.78, max: 3539.11
Date: 08-05 at 01:06:43, #particle: 15, iter: 3, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 934.89(6), mean: 1708.70, max: 3100.02
Date: 08-05 at 01:07:15, #particle: 15, iter: 4, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 926.11(6), mean: 1471.92, max: 3107.45
Date: 08-05 at 01:07:47, #particle: 15, iter: 5, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 911.64(6), mean: 1192.12, max: 2293.22
Date: 08-05 at 01:08:21, #particle: 15, iter: 6, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 904.52(6), mean: 1193.95, max: 2280.76
Date: 08-05 at 01:08:53, #particle: 15, iter: 7, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 890.14(6), mean: 1073.99, max: 1915.55
Date: 08-05 at 01:09:30, #particle: 15, iter: 8, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 884.31(6), mean: 1117.98, max: 1980.16
Date: 08-05 at 01:10:12, #particle: 15, iter: 9, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 884.00(6), mean: 1105.36, max: 1918.85
Date: 08-05 at 01:10:47, #particle: 15, iter: 10, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 884.00(6), mean: 1011.60, max: 1135.65
Date: 08-05 at 01:11:30, #particle: 15, iter: 11, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 884.00(6), mean: 971.82, max: 1130.52
Date: 08-05 at 01:12:04, #particle: 15, iter: 12, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 884.00(6), mean: 955.70, max: 1053.98
Date: 08-05 at 01:12:44, #particle: 15, iter: 13, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 868.92(6), mean: 912.35, max: 966.52
Date: 08-05 at 01:13:14, #particle: 15, iter: 14, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 855.49(6), mean: 945.18, max: 1000.49
Date: 08-05 at 01:13:48, #particle: 15, iter: 15, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 853.81(6), mean: 921.77, max: 992.13
Date: 08-05 at 01:14:25, #particle: 15, iter: 16, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 853.72(6), mean: 895.92, max: 938.43
Date: 08-05 at 01:14:51, #particle: 15, iter: 17, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 853.72(6), mean: 937.69, max: 997.87
Date: 08-05 at 01:15:27, #particle: 15, iter: 18, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 833.67(6), mean: 886.01, max: 947.18
Date: 08-05 at 01:16:00, #particle: 15, iter: 19, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 809.25(6), mean: 920.68, max: 978.77
Date: 08-05 at 01:16:37, #particle: 15, iter: 20, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 809.25(6), mean: 875.26, max: 922.44
Date: 08-05 at 01:17:06, #particle: 15, iter: 21, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 809.25(6), mean: 888.01, max: 950.74
Date: 08-05 at 01:17:40, #particle: 15, iter: 22, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 809.25(6), mean: 864.36, max: 927.64
Date: 08-05 at 01:18:19, #particle: 15, iter: 23, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 809.25(6), mean: 858.69, max: 893.45
Date: 08-05 at 01:18:53, #particle: 15, iter: 24, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 809.25(6), mean: 872.09, max: 927.91
Date: 08-05 at 01:19:23, #particle: 15, iter: 25, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 809.25(6), mean: 813.63, max: 825.48
Date: 08-05 at 01:19:58, #particle: 15, iter: 26, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 808.87(6), mean: 816.28, max: 850.63
Date: 08-05 at 01:20:32, #particle: 15, iter: 27, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 796.79(6), mean: 807.00, max: 819.72
Date: 08-05 at 01:21:15, #particle: 15, iter: 28, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 806.57, max: 818.07
Date: 08-05 at 01:21:55, #particle: 15, iter: 29, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 817.92, max: 840.33
Date: 08-05 at 01:22:37, #particle: 15, iter: 30, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 808.12, max: 820.81
Date: 08-05 at 01:23:12, #particle: 15, iter: 31, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 810.17, max: 835.00
Date: 08-05 at 01:23:47, #particle: 15, iter: 32, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 804.68, max: 815.89
Date: 08-05 at 01:24:21, #particle: 15, iter: 33, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 801.88, max: 815.89
Date: 08-05 at 01:24:47, #particle: 15, iter: 34, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 794.87, max: 794.87
Date: 08-05 at 01:25:20, #particle: 15, iter: 35, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 794.87, max: 794.87
Date: 08-05 at 01:25:57, #particle: 15, iter: 36, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 794.87, max: 794.87
Date: 08-05 at 01:26:36, #particle: 15, iter: 37, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 794.87, max: 794.87
Date: 08-05 at 01:27:12, #particle: 15, iter: 39, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 2717.97, max: 3379.06
Date: 08-05 at 01:27:50, #particle: 15, iter: 40, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 1473.60, max: 3020.41
Date: 08-05 at 01:28:23, #particle: 15, iter: 41, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 1228.13, max: 2302.79
Date: 08-05 at 01:28:58, #particle: 15, iter: 42, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 905.05, max: 981.95
Date: 08-05 at 01:29:34, #particle: 15, iter: 43, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 938.04, max: 1007.67
Date: 08-05 at 01:30:09, #particle: 15, iter: 44, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 892.27, max: 974.46
Date: 08-05 at 01:30:46, #particle: 15, iter: 45, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 898.63, max: 985.76
Date: 08-05 at 01:31:23, #particle: 15, iter: 46, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 891.31, max: 970.29
Date: 08-05 at 01:32:01, #particle: 15, iter: 47, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 859.64, max: 922.31
Date: 08-05 at 01:32:52, #particle: 15, iter: 49, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 2629.20, max: 3347.07
Date: 08-05 at 01:33:28, #particle: 15, iter: 50, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 1800.63, max: 3155.12
Date: 08-05 at 01:34:01, #particle: 15, iter: 51, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 1642.84, max: 2697.09
Date: 08-05 at 01:34:39, #particle: 15, iter: 52, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 1333.21, max: 2348.81
Date: 08-05 at 01:35:02, #particle: 15, iter: 53, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 851.14, max: 1109.35
Date: 08-05 at 01:35:28, #particle: 15, iter: 54, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 819.52, max: 851.10
Date: 08-05 at 01:35:59, #particle: 15, iter: 55, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 794.87(6), mean: 850.26, max: 891.08
Date: 08-05 at 01:36:23, #particle: 15, iter: 56, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 790.56(5), mean: 812.59, max: 829.61
Date: 08-05 at 01:37:01, #particle: 15, iter: 57, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 788.91(5), mean: 844.13, max: 876.90
Date: 08-05 at 01:37:36, #particle: 15, iter: 58, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 788.91(5), mean: 862.34, max: 916.86
Date: 08-05 at 01:38:16, #particle: 15, iter: 59, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 788.91(5), mean: 825.08, max: 857.65
Date: 08-05 at 01:38:58, #particle: 15, iter: 60, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 788.91(5), mean: 820.57, max: 843.88
Date: 08-05 at 01:39:39, #particle: 15, iter: 61, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 788.91(5), mean: 812.78, max: 833.11
Date: 08-05 at 01:40:16, #particle: 15, iter: 62, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 786.90(5), mean: 824.25, max: 846.07
Date: 08-05 at 01:40:51, #particle: 15, iter: 63, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 785.93(5), mean: 810.61, max: 837.20
Date: 08-05 at 01:41:37, #particle: 15, iter: 64, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 785.93(5), mean: 811.32, max: 837.08
Date: 08-05 at 01:42:24, #particle: 15, iter: 65, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 785.93(5), mean: 805.41, max: 829.81
Date: 08-05 at 01:42:55, #particle: 15, iter: 66, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 785.93(5), mean: 824.65, max: 874.49
Date: 08-05 at 01:43:34, #particle: 15, iter: 67, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 785.93(5), mean: 804.86, max: 843.91
Date: 08-05 at 01:44:20, #particle: 15, iter: 68, fix: false, local: true, cut car: false, new generate: true, Khoo: 735.8, best obj: 785.93(5), mean: 801.44, max: 850.70
