Date: 08-10 at 18:08:57, iter: 1, new3, Khoo: 1072.41, current_best: 1309.91 best obj: 1309.91(15) mean: 2428.28, max: 2993.78
Date: 08-10 at 18:10:37, iter: 2, new3, Khoo: 1072.41, current_best: 1269.67 best obj: 1269.67(14) mean: 2436.79, max: 3010.33
Date: 08-10 at 18:12:15, iter: 3, new3, Khoo: 1072.41, current_best: 1261.68 best obj: 1261.68(14) mean: 2262.47, max: 2872.33
Date: 08-10 at 18:13:52, iter: 4, new3, Khoo: 1072.41, current_best: 1261.68 best obj: 1261.68(14) mean: 2165.24, max: 2826.87
Date: 08-10 at 18:15:33, iter: 5, new3, Khoo: 1072.41, current_best: 1261.68 best obj: 1261.68(14) mean: 2067.57, max: 2836.90
Date: 08-10 at 18:17:22, iter: 6, new3, Khoo: 1072.41, current_best: 1261.68 best obj: 1261.68(14) mean: 1973.74, max: 2766.84
Date: 08-10 at 18:19:02, iter: 7, new3, Khoo: 1072.41, current_best: 1255.36 best obj: 1255.36(15) mean: 1835.06, max: 2610.66
Date: 08-10 at 18:20:37, iter: 8, new3, Khoo: 1072.41, current_best: 1206.66 best obj: 1206.66(15) mean: 1836.30, max: 2604.90
Date: 08-10 at 18:22:16, iter: 9, new3, Khoo: 1072.41, current_best: 1184.00 best obj: 1184.00(13) mean: 1700.69, max: 2359.98
Date: 08-10 at 18:23:52, iter: 10, new3, Khoo: 1072.41, current_best: 1180.29 best obj: 1180.29(13) mean: 1544.70, max: 2253.36
Date: 08-10 at 18:25:38, iter: 11, new3, Khoo: 1072.41, current_best: 1180.29 best obj: 1180.29(13) mean: 1332.06, max: 1504.46
Date: 08-10 at 18:27:09, iter: 12, new3, Khoo: 1072.41, current_best: 1180.29 best obj: 1180.29(13) mean: 1307.37, max: 1442.49
Date: 08-10 at 18:28:43, iter: 13, new3, Khoo: 1072.41, current_best: 1180.29 best obj: 1180.29(13) mean: 1255.13, max: 1311.49
Date: 08-10 at 18:30:10, iter: 15, new3, Khoo: 1072.41, current_best: 1180.29 best obj: 1180.29(13) mean: 1407.01, max: 1548.77
Date: 08-10 at 18:31:43, iter: 16, new3, Khoo: 1072.41, current_best: 1161.49 best obj: 1161.49(13) mean: 1307.16, max: 1541.87
Date: 08-10 at 18:33:05, iter: 17, new3, Khoo: 1072.41, current_best: 1156.17 best obj: 1156.17(13) mean: 1317.77, max: 1550.50
Date: 08-10 at 18:34:34, iter: 18, new3, Khoo: 1072.41, current_best: 1156.17 best obj: 1156.17(13) mean: 1289.06, max: 1556.59
Date: 08-10 at 18:36:05, iter: 19, new3, Khoo: 1072.41, current_best: 1156.17 best obj: 1156.17(13) mean: 1217.20, max: 1291.04
Date: 08-10 at 18:37:34, iter: 20, new3, Khoo: 1072.41, current_best: 1156.17 best obj: 1156.17(13) mean: 1233.72, max: 1321.37
Date: 08-10 at 18:39:15, iter: 22, new3, Khoo: 1072.41, current_best: 1156.17 best obj: 1156.17(13) mean: 1348.76, max: 1680.04
Date: 08-10 at 18:40:45, iter: 23, new3, Khoo: 1072.41, current_best: 1144.25 best obj: 1144.25(13) mean: 1282.01, max: 1678.90
Date: 08-10 at 18:42:09, iter: 24, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1284.07, max: 1689.06
Date: 08-10 at 18:43:46, iter: 25, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1281.07, max: 1692.88
Date: 08-10 at 18:45:19, iter: 26, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1205.88, max: 1267.73
Date: 08-10 at 18:46:44, iter: 27, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1222.70, max: 1298.24
Date: 08-10 at 18:48:15, iter: 29, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1334.29, max: 1524.53
Date: 08-10 at 18:49:43, iter: 30, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1284.06, max: 1532.33
Date: 08-10 at 18:51:17, iter: 31, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1243.22, max: 1482.65
Date: 08-10 at 18:52:40, iter: 32, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1285.92, max: 1521.16
Date: 08-10 at 18:54:11, iter: 34, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(13) mean: 1379.67, max: 1727.86
Date: 08-10 at 18:55:56, iter: 36, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1142.48(14) mean: 1322.38, max: 1551.67
Date: 08-10 at 18:57:25, iter: 37, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1172.74(13) mean: 1364.50, max: 1916.01
Date: 08-10 at 18:58:52, iter: 38, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1147.81(13) mean: 1320.26, max: 1913.31
Date: 08-10 at 19:00:33, iter: 40, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1147.28(13) mean: 1317.54, max: 1930.90
Date: 08-10 at 19:01:56, iter: 41, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1147.28(13) mean: 1279.38, max: 1751.04
Date: 08-10 at 19:03:21, iter: 42, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1147.28(13) mean: 1284.92, max: 1774.37
Date: 08-10 at 19:04:45, iter: 43, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1147.28(13) mean: 1321.10, max: 1816.86
Date: 08-10 at 19:06:18, iter: 45, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1147.28(13) mean: 1413.21, max: 1866.04
Date: 08-10 at 19:07:45, iter: 46, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1147.28(13) mean: 1335.41, max: 1741.69
Date: 08-10 at 19:09:28, iter: 48, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1147.28(14) mean: 1330.85, max: 1782.28
Date: 08-10 at 19:10:45, iter: 49, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1215.98(14) mean: 1382.29, max: 1836.70
Date: 08-10 at 19:12:17, iter: 51, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1148.12(13) mean: 1409.26, max: 1859.79
Date: 08-10 at 19:13:43, iter: 52, new3, Khoo: 1072.41, current_best: 1142.48 best obj: 1145.40(13) mean: 1295.69, max: 1744.10
Date: 08-10 at 19:15:11, iter: 53, new3, Khoo: 1072.41, current_best: 1139.15 best obj: 1139.15(13) mean: 1308.65, max: 1772.25
Date: 08-10 at 19:16:48, iter: 54, new3, Khoo: 1072.41, current_best: 1139.15 best obj: 1139.15(13) mean: 1286.41, max: 1758.85
Date: 08-10 at 19:18:18, iter: 55, new3, Khoo: 1072.41, current_best: 1139.15 best obj: 1139.15(13) mean: 1291.18, max: 1755.56
Date: 08-10 at 19:19:55, iter: 56, new3, Khoo: 1072.41, current_best: 1139.15 best obj: 1139.15(13) mean: 1282.02, max: 1756.84
