Date: 07-07 at 11:54:05, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1288.25(11) mean: 2422.05, max: 3411.58
Date: 07-07 at 11:55:23, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1239.54(11) mean: 2139.66, max: 3190.22
Date: 07-07 at 11:56:41, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1169.26(10) mean: 2113.02, max: 3103.33
Date: 07-07 at 11:57:59, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1160.00(10) mean: 2100.83, max: 3032.98
Date: 07-07 at 11:59:18, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1144.80(9) mean: 1908.39, max: 2581.68
Date: 07-07 at 12:00:36, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1144.80(9) mean: 1685.86, max: 2353.92
Date: 07-07 at 12:01:54, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1144.80(9) mean: 1513.54, max: 2138.80
Date: 07-07 at 12:03:15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1144.80(9) mean: 1312.13, max: 1649.55
Date: 07-07 at 12:04:34, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1139.94(9) mean: 1285.26, max: 1617.48
Date: 07-07 at 12:05:51, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1127.70(9) mean: 1283.37, max: 1677.39
Date: 07-07 at 12:07:08, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1108.47(9) mean: 1312.10, max: 1713.49
Date: 07-07 at 12:08:25, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1108.47(8) mean: 1214.38, max: 1392.96
Date: 07-07 at 12:09:38, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1108.47(8) mean: 1168.50, max: 1367.54
Date: 07-07 at 12:10:55, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 1034.35 best obj: 1108.47(8) mean: 1203.73, max: 1419.89
