Date: 03-25 at 02:06:04, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 819.12(4), mean: 1101.56, max: 1834.16
Date: 03-25 at 02:06:06, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 759.59(6), mean: 1074.21, max: 1809.77
Date: 03-25 at 02:06:09, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 726.83(6), mean: 1000.26, max: 1620.99
Date: 03-25 at 02:06:11, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 720.10(6), mean: 1025.66, max: 1539.35
Date: 03-25 at 02:06:15, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 720.10(6), mean: 777.77, max: 843.32
Date: 03-25 at 02:06:18, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 705.77(5), mean: 824.30, max: 918.31
Date: 03-25 at 02:06:21, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 702.48(5), mean: 785.55, max: 919.75
Date: 03-25 at 02:06:25, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 702.48(5), mean: 815.79, max: 964.38
Date: 03-25 at 02:06:28, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 702.48(5), mean: 782.30, max: 946.29
Date: 03-25 at 02:06:31, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 702.48(5), mean: 759.33, max: 827.96
Date: 03-25 at 02:06:34, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 699.12(5), mean: 756.73, max: 840.66
Date: 03-25 at 02:06:39, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 694.13(5), mean: 717.43, max: 767.04
Date: 03-25 at 02:06:41, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 686.45(5), mean: 784.19, max: 852.19
Date: 03-25 at 02:06:44, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 675.78(5), mean: 713.37, max: 803.85
Date: 03-25 at 02:06:47, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 675.78(5), mean: 708.90, max: 766.57
Date: 03-25 at 02:06:50, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 716.69, max: 811.80
Date: 03-25 at 02:06:53, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 732.34, max: 839.62
Date: 03-25 at 02:06:56, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 777.49, max: 903.24
Date: 03-25 at 02:07:00, particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 721.81, max: 920.00
Date: 03-25 at 02:07:07, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 690.32, max: 733.35
Date: 03-25 at 02:07:14, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 1767.47, max: 2048.27
Date: 03-25 at 02:07:18, particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 1299.99, max: 1841.48
Date: 03-25 at 02:07:23, particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 850.11, max: 968.98
Date: 03-25 at 02:07:26, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 897.27, max: 1046.78
Date: 03-25 at 02:07:30, particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 1768.88, max: 2101.77
Date: 03-25 at 02:07:34, particle: 15, iter: 30, fix: false, local: true, cut car: true, new generate: true, best obj: 675.52(5), mean: 1140.80, max: 1661.88
