Date: 01-14 at 12:18:15, #particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 921.26(7), mean: 2426.54, max: 3454.05
Date: 01-14 at 12:19:12, #particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 897.05(7), mean: 2226.98, max: 3100.88
Date: 01-14 at 12:20:11, #particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 897.05(7), mean: 2142.87, max: 2966.16
Date: 01-14 at 12:21:10, #particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 897.05(7), mean: 1768.71, max: 2486.72
Date: 01-14 at 12:22:10, #particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 853.88(6), mean: 968.44, max: 1036.40
Date: 01-14 at 12:23:06, #particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 851.58(6), mean: 985.92, max: 1142.63
Date: 01-14 at 12:24:03, #particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 843.47(6), mean: 1001.69, max: 1165.20
Date: 01-14 at 12:24:59, #particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 838.64(5), mean: 992.75, max: 1203.91
Date: 01-14 at 12:25:53, #particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 798.75(4), mean: 872.57, max: 938.08
Date: 01-14 at 12:26:46, #particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 797.99(4), mean: 900.01, max: 959.96
Date: 01-14 at 12:27:39, #particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 797.04(4), mean: 855.06, max: 978.15
Date: 01-14 at 12:28:31, #particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 797.04(4), mean: 872.66, max: 1026.98
Date: 01-14 at 12:29:27, #particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 797.04(4), mean: 879.64, max: 1061.47
Date: 01-14 at 12:30:19, #particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 797.04(4), mean: 832.50, max: 895.24
Date: 01-14 at 12:31:16, #particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 782.47(4), mean: 842.21, max: 921.77
Date: 01-14 at 12:32:09, #particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 782.47(4), mean: 860.34, max: 926.83
Date: 01-14 at 12:32:59, #particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 774.53(4), mean: 802.35, max: 865.29
Date: 01-14 at 12:33:49, #particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 766.33(4), mean: 782.58, max: 810.46
Date: 01-14 at 12:34:42, #particle: 15, iter: 19, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 766.16(4), mean: 779.26, max: 808.09
Date: 01-14 at 12:35:34, #particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 766.05(4), mean: 791.84, max: 850.27
Date: 01-14 at 12:36:23, #particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 763.63(4), mean: 768.69, max: 793.68
Date: 01-14 at 12:37:21, #particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 763.63(4), mean: 770.20, max: 778.72
Date: 01-14 at 12:38:13, #particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 763.63(4), mean: 767.84, max: 787.91
Date: 01-14 at 12:39:05, #particle: 15, iter: 24, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 763.63(4), mean: 766.98, max: 775.68
Date: 01-14 at 12:40:02, #particle: 15, iter: 25, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 763.63(4), mean: 770.32, max: 813.40
Date: 01-14 at 12:41:04, #particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 763.63(4), mean: 854.33, max: 1338.19
Date: 01-14 at 12:41:56, #particle: 15, iter: 28, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 763.63(4), mean: 815.31, max: 1278.68
Date: 01-14 at 12:42:56, #particle: 15, iter: 29, fix: false, local: true, cut car: true, new generate: false, Khoo: 705.33, best obj: 758.53(3), mean: 772.15, max: 824.39
