Date: 03-25 at 04:44:22, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 946.94(9), mean: 1502.57, max: 1824.36
Date: 03-25 at 04:44:24, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 911.27(9), mean: 1531.51, max: 1881.33
Date: 03-25 at 04:44:31, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 911.27(9), mean: 1054.06, max: 1219.85
Date: 03-25 at 04:44:34, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 911.27(9), mean: 1079.23, max: 1248.50
Date: 03-25 at 04:44:38, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 892.91(10), mean: 1122.27, max: 1293.25
Date: 03-25 at 04:44:41, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 858.22(10), mean: 1103.70, max: 1281.81
Date: 03-25 at 04:44:43, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 843.15(9), mean: 1110.53, max: 1311.85
Date: 03-25 at 04:44:48, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 841.77(9), mean: 972.85, max: 1037.44
Date: 03-25 at 04:44:50, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 824.54(9), mean: 993.83, max: 1071.48
Date: 03-25 at 04:44:55, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 824.54(9), mean: 950.42, max: 1091.69
Date: 03-25 at 04:45:02, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 824.54(9), mean: 921.97, max: 1058.08
Date: 03-25 at 04:45:11, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 824.54(9), mean: 880.92, max: 921.70
Date: 03-25 at 04:45:14, particle: 15, iter: 13, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 894.03, max: 966.32
Date: 03-25 at 04:45:18, particle: 15, iter: 14, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 892.21, max: 983.76
Date: 03-25 at 04:45:21, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 891.06, max: 994.30
Date: 03-25 at 04:45:28, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 903.46, max: 1031.93
Date: 03-25 at 04:45:34, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 889.70, max: 956.23
Date: 03-25 at 04:45:39, particle: 15, iter: 20, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 1461.63, max: 1782.34
Date: 03-25 at 04:45:42, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 1335.55, max: 1711.36
Date: 03-25 at 04:45:46, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 1339.62, max: 1745.03
Date: 03-25 at 04:45:52, particle: 15, iter: 23, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 999.51, max: 1064.71
Date: 03-25 at 04:45:57, particle: 15, iter: 26, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 1467.79, max: 1745.21
Date: 03-25 at 04:46:01, particle: 15, iter: 27, fix: false, local: true, cut car: true, new generate: true, best obj: 812.88(9), mean: 1326.76, max: 1608.24
