Date: 07-12 at 12:48:20, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 1120.78(11) mean: 3465.00, max: 4195.43
Date: 07-12 at 12:49:10, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 1010.03(11) mean: 2698.94, max: 3486.12
Date: 07-12 at 12:50:01, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 898.50(9) mean: 2497.53, max: 3419.03
Date: 07-12 at 12:50:58, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 898.50(9) mean: 1121.38, max: 1285.58
Date: 07-12 at 12:51:48, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 898.50(9) mean: 1171.06, max: 1340.35
Date: 07-12 at 12:52:35, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 898.50(9) mean: 1188.38, max: 1373.09
Date: 07-12 at 12:53:27, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 898.50(9) mean: 1153.03, max: 1349.05
Date: 07-12 at 12:54:22, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 898.50(9) mean: 1166.51, max: 1478.18
Date: 07-12 at 12:55:13, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 880.21(9) mean: 990.17, max: 1182.77
Date: 07-12 at 12:56:03, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 803.28(8) mean: 1003.44, max: 1202.10
Date: 07-12 at 12:56:55, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 797.62(8) mean: 947.52, max: 1097.91
Date: 07-12 at 12:57:47, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 796.25(8) mean: 916.26, max: 980.46
Date: 07-12 at 12:58:41, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 796.25(8) mean: 909.75, max: 992.82
Date: 07-12 at 12:59:29, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 743.23(7) mean: 828.27, max: 915.84
Date: 07-12 at 13:00:21, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 743.23(7) mean: 795.17, max: 893.01
Date: 07-12 at 13:01:12, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 743.23(7) mean: 773.99, max: 841.68
Date: 07-12 at 13:02:00, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 743.23(7) mean: 770.07, max: 841.68
Date: 07-12 at 13:02:49, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 743.23(7) mean: 762.68, max: 814.54
Date: 07-12 at 13:03:42, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 730.67(6) mean: 851.55, max: 1119.67
Date: 07-12 at 13:04:28, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 706.87(6) mean: 779.61, max: 869.08
Date: 07-12 at 13:05:15, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.87(6) mean: 822.60, max: 927.96
Date: 07-12 at 13:06:05, iter: 24, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 855.49, max: 966.30
Date: 07-12 at 13:06:55, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 759.63, max: 841.10
Date: 07-12 at 13:07:46, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 744.35, max: 805.28
Date: 07-12 at 13:08:39, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 749.17, max: 804.76
Date: 07-12 at 13:09:27, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 745.99, max: 804.76
Date: 07-12 at 13:10:14, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 850.00, max: 1184.91
Date: 07-12 at 13:11:03, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 782.93, max: 1194.07
Date: 07-12 at 13:11:52, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 768.61, max: 1011.79
Date: 07-12 at 13:12:38, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 750.20, max: 807.12
Date: 07-12 at 13:13:27, iter: 35, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 956.67, max: 1247.83
Date: 07-12 at 13:14:16, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 694.50(6) mean: 828.66, max: 1148.28
Date: 07-12 at 13:15:01, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 664.42(5) mean: 709.02, max: 796.38
Date: 07-12 at 13:15:49, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 591.56 best obj: 664.42(5) mean: 669.99, max: 713.19
