Date: 07-16 at 17:49:15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 1065.38(4) mean: 3574.86, max: 4337.95
Date: 07-16 at 17:49:52, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 960.17(4) mean: 2715.29, max: 3462.87
