Date: 07-16 at 15:41:45, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 1198.13(4) mean: 3574.14, max: 4337.95
Date: 07-16 at 15:42:21, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 1061.81(4) mean: 2211.72, max: 3299.28
Date: 07-16 at 15:43:09, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 824.61(4) mean: 1912.61, max: 2811.98
Date: 07-16 at 15:43:53, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 805.98(4) mean: 1924.98, max: 2821.01
Date: 07-16 at 15:44:27, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 791.21(4) mean: 1713.18, max: 2598.07
Date: 07-16 at 15:45:16, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 791.21(4) mean: 1695.10, max: 2599.97
Date: 07-16 at 15:45:51, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 782.05(5) mean: 1054.32, max: 1270.98
Date: 07-16 at 15:46:21, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 701.61(5) mean: 981.79, max: 1145.71
Date: 07-16 at 15:46:53, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 694.92(5) mean: 813.80, max: 891.57
Date: 07-16 at 15:47:42, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 694.92(5) mean: 797.80, max: 902.78
Date: 07-16 at 15:48:28, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 694.92(5) mean: 774.58, max: 886.35
Date: 07-16 at 15:49:05, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 694.92(5) mean: 729.28, max: 811.11
Date: 07-16 at 15:49:44, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 694.92(5) mean: 694.92, max: 694.92
Date: 07-16 at 15:50:23, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 694.92(5) mean: 934.53, max: 1264.00
Date: 07-16 at 15:51:05, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 588.49 best obj: 694.92(5) mean: 857.58, max: 1139.88
