Date: 01-05 at 22:11:38, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1203.56(13), mean: 1983.53, max: 2418.82
Date: 01-05 at 22:12:29, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1144.84(12), mean: 1968.41, max: 2378.18
Date: 01-05 at 22:13:27, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1135.79(12), mean: 1965.74, max: 2347.45
Date: 01-05 at 22:14:19, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1134.36(12), mean: 1908.31, max: 2385.42
Date: 01-05 at 22:15:09, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1134.36(12), mean: 1866.56, max: 2283.21
Date: 01-05 at 22:16:02, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1134.36(12), mean: 1770.49, max: 2180.16
Date: 01-05 at 22:17:00, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1134.36(12), mean: 1214.21, max: 1290.20
Date: 01-05 at 22:17:51, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1134.36(12), mean: 1285.32, max: 1348.53
Date: 01-05 at 22:18:37, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1134.36(12), mean: 1422.56, max: 1669.99
Date: 01-05 at 22:19:32, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1134.36(12), mean: 1353.65, max: 1653.93
Date: 01-05 at 22:20:26, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1134.36(12), mean: 1340.21, max: 1664.33
Date: 01-05 at 22:21:23, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1118.73(13), mean: 1163.43, max: 1243.87
Date: 01-05 at 22:22:14, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1110.40(13), mean: 1203.56, max: 1290.51
Date: 01-05 at 22:23:07, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1110.40(13), mean: 1234.13, max: 1311.18
Date: 01-05 at 22:24:02, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1110.40(13), mean: 1148.29, max: 1206.09
Date: 01-05 at 22:24:53, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1110.40(13), mean: 1210.01, max: 1275.20
Date: 01-05 at 22:25:47, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1110.40(13), mean: 1238.93, max: 1299.12
Date: 01-05 at 22:26:43, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1106.81(14), mean: 1335.30, max: 1524.49
Date: 01-05 at 22:27:39, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1075.50(12), mean: 1163.43, max: 1364.93
Date: 01-05 at 22:28:34, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1070.20(12), mean: 1198.43, max: 1339.70
Date: 01-05 at 22:29:25, #particle: 15, iter: 23, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1068.04(12), mean: 1186.93, max: 1350.94
Date: 01-05 at 22:30:14, #particle: 15, iter: 24, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1066.39(12), mean: 1159.61, max: 1303.00
Date: 01-05 at 22:31:07, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1066.39(12), mean: 1180.00, max: 1349.48
Date: 01-05 at 22:32:03, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1066.39(12), mean: 1124.37, max: 1156.05
Date: 01-05 at 22:32:56, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1066.39(12), mean: 1116.67, max: 1180.11
Date: 01-05 at 22:33:48, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1066.39(12), mean: 1158.55, max: 1242.30
Date: 01-05 at 22:34:40, #particle: 15, iter: 30, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1066.39(12), mean: 1256.98, max: 1418.33
Date: 01-05 at 22:35:29, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1066.39(12), mean: 1213.23, max: 1360.19
Date: 01-05 at 22:36:23, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1066.39(12), mean: 1134.30, max: 1177.82
Date: 01-05 at 22:37:11, #particle: 15, iter: 33, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1063.87(12), mean: 1133.59, max: 1216.95
Date: 01-05 at 22:38:01, #particle: 15, iter: 34, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1060.76(12), mean: 1157.26, max: 1249.81
Date: 01-05 at 22:38:53, #particle: 15, iter: 35, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1059.55(12), mean: 1183.32, max: 1277.17
Date: 01-05 at 22:39:46, #particle: 15, iter: 36, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1175.06, max: 1272.43
Date: 01-05 at 22:40:40, #particle: 15, iter: 37, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1154.56, max: 1249.18
Date: 01-05 at 22:41:37, #particle: 15, iter: 38, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1142.00, max: 1214.05
Date: 01-05 at 22:42:29, #particle: 15, iter: 39, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1118.36, max: 1177.38
Date: 01-05 at 22:43:17, #particle: 15, iter: 40, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1176.46, max: 1254.23
Date: 01-05 at 22:44:14, #particle: 15, iter: 42, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1267.56, max: 1458.54
Date: 01-05 at 22:45:05, #particle: 15, iter: 43, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1226.45, max: 1427.84
Date: 01-05 at 22:45:57, #particle: 15, iter: 44, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1159.19, max: 1449.26
Date: 01-05 at 22:46:52, #particle: 15, iter: 45, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1206.59, max: 1478.59
Date: 01-05 at 22:47:42, #particle: 15, iter: 47, fix: false, local: false, cut car: true, new generate: false, Khoo: 953.63, best obj: 1058.02(12), mean: 1263.44, max: 1520.26
