Date: 08-15 at 00:00:01, #particle: 35, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1635.74(5), mean: 3135.43, max: 4333.88
Date: 08-15 at 00:01:49, #particle: 35, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1511.35(5), mean: 2848.26, max: 3960.16
Date: 08-15 at 00:03:29, #particle: 35, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1483.99(8), mean: 2453.20, max: 3391.87
Date: 08-15 at 00:05:46, #particle: 35, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1391.79(8), mean: 2393.86, max: 3367.69
Date: 08-15 at 00:08:09, #particle: 35, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1387.49(8), mean: 2415.75, max: 3390.35
Date: 08-15 at 00:10:01, #particle: 35, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1387.49(8), mean: 2013.21, max: 2747.24
Date: 08-15 at 00:11:47, #particle: 35, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1387.49(8), mean: 2074.83, max: 2797.92
Date: 08-15 at 00:14:06, #particle: 35, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1387.49(8), mean: 2036.35, max: 2800.20
Date: 08-15 at 00:16:12, #particle: 35, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1375.56(12), mean: 1723.81, max: 2490.71
Date: 08-15 at 00:18:27, #particle: 35, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1317.43(10), mean: 1517.22, max: 1962.14
Date: 08-15 at 00:20:51, #particle: 35, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1288.38(10), mean: 1516.12, max: 1997.23
Date: 08-15 at 00:22:50, #particle: 35, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1287.47(9), mean: 1551.07, max: 1875.92
Date: 08-15 at 00:25:02, #particle: 35, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1286.20(9), mean: 1494.92, max: 1731.87
Date: 08-15 at 00:27:09, #particle: 35, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1274.73(9), mean: 1415.62, max: 1583.32
Date: 08-15 at 00:29:07, #particle: 35, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1200.93(10), mean: 1349.16, max: 1475.28
Date: 08-15 at 00:30:52, #particle: 35, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1169.56(9), mean: 1263.67, max: 1420.26
Date: 08-15 at 00:33:20, #particle: 35, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1169.56(9), mean: 1265.70, max: 1454.21
Date: 08-15 at 00:35:27, #particle: 35, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.80(8), mean: 1179.85, max: 1243.71
Date: 08-15 at 00:37:11, #particle: 35, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1155.61, max: 1215.99
Date: 08-15 at 00:39:08, #particle: 35, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1154.09, max: 1253.47
Date: 08-15 at 00:41:30, #particle: 35, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1150.51, max: 1235.92
Date: 08-15 at 00:43:24, #particle: 35, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1146.45, max: 1194.88
Date: 08-15 at 00:45:48, #particle: 35, iter: 23, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1146.18, max: 1194.88
Date: 08-15 at 00:47:41, #particle: 35, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1478.66, max: 1971.58
Date: 08-15 at 00:49:30, #particle: 35, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1276.73, max: 1686.31
Date: 08-15 at 00:51:21, #particle: 35, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1238.65, max: 1729.70
Date: 08-15 at 00:53:33, #particle: 35, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1208.02, max: 1417.30
Date: 08-15 at 00:55:33, #particle: 35, iter: 30, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1488.87, max: 2177.48
Date: 08-15 at 00:57:34, #particle: 35, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 4072.66, max: 5002.40
Date: 08-15 at 00:59:24, #particle: 35, iter: 33, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 2882.97, max: 4082.54
Date: 08-15 at 01:01:30, #particle: 35, iter: 34, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 2151.32, max: 3365.19
Date: 08-15 at 01:03:23, #particle: 35, iter: 36, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 2091.68, max: 3119.21
Date: 08-15 at 01:05:01, #particle: 35, iter: 37, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1565.23, max: 2198.77
Date: 08-15 at 01:07:01, #particle: 35, iter: 38, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1314.51, max: 1942.24
Date: 08-15 at 01:09:07, #particle: 35, iter: 39, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1240.96, max: 1625.57
Date: 08-15 at 01:11:32, #particle: 35, iter: 41, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1499.05, max: 1916.29
Date: 08-15 at 01:13:22, #particle: 35, iter: 42, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1366.55, max: 1956.26
Date: 08-15 at 01:15:13, #particle: 35, iter: 44, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 4015.67, max: 4777.22
Date: 08-15 at 01:17:13, #particle: 35, iter: 45, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 3600.06, max: 4471.96
Date: 08-15 at 01:19:01, #particle: 35, iter: 47, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 2784.18, max: 3649.06
Date: 08-15 at 01:20:46, #particle: 35, iter: 48, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1959.15, max: 3039.09
Date: 08-15 at 01:22:40, #particle: 35, iter: 49, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1611.66, max: 2854.50
Date: 08-15 at 01:24:59, #particle: 35, iter: 50, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1594.21, max: 2846.61
Date: 08-15 at 01:27:01, #particle: 35, iter: 52, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1614.46, max: 2431.12
Date: 08-15 at 01:29:03, #particle: 35, iter: 53, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1335.49, max: 1768.36
Date: 08-15 at 01:30:46, #particle: 35, iter: 54, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 1237.40, max: 1707.50
Date: 08-15 at 01:32:48, #particle: 35, iter: 56, fix: false, local: false, cut car: true, new generate: true, Khoo: 1095.64, best obj: 1142.48(8), mean: 4007.12, max: 4798.29
