Date: 11-14 at 07:41:39, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1130.96(9), mean: 2254.87, max: 3355.70
Date: 11-14 at 07:42:40, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1102.07(8), mean: 2082.92, max: 3158.92
Date: 11-14 at 07:43:43, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1096.05(8), mean: 1885.72, max: 2781.69
Date: 11-14 at 07:44:49, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1092.69(8), mean: 1835.76, max: 2622.45
Date: 11-14 at 07:45:52, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1092.69(8), mean: 1838.51, max: 2609.01
Date: 11-14 at 07:46:59, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1088.05(11), mean: 1441.90, max: 2020.84
Date: 11-14 at 07:48:06, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1053.65(11), mean: 1487.00, max: 2056.29
Date: 11-14 at 07:49:13, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1043.17(11), mean: 1386.97, max: 1746.52
Date: 11-14 at 07:50:17, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1019.79(10), mean: 1396.38, max: 1743.66
Date: 11-14 at 07:51:21, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1019.33(10), mean: 1390.95, max: 1764.47
Date: 11-14 at 07:52:38, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1019.33(10), mean: 1097.24, max: 1299.26
Date: 11-14 at 07:53:46, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1019.33(10), mean: 1060.02, max: 1135.00
Date: 11-14 at 07:54:52, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1019.33(10), mean: 1082.97, max: 1171.46
Date: 11-14 at 07:56:03, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 1010.90(10), mean: 1028.35, max: 1078.62
Date: 11-14 at 07:57:14, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.76(9), mean: 1017.26, max: 1040.24
Date: 11-14 at 07:58:25, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1015.41, max: 1028.30
Date: 11-14 at 07:59:39, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1014.74, max: 1026.12
Date: 11-14 at 08:00:45, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1014.74, max: 1026.12
Date: 11-14 at 08:01:47, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1068.02, max: 1085.66
Date: 11-14 at 08:02:58, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1026.09, max: 1109.63
Date: 11-14 at 08:04:08, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1016.98, max: 1042.26
Date: 11-14 at 08:05:17, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1016.61, max: 1042.26
Date: 11-14 at 08:06:27, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1022.53, max: 1085.08
Date: 11-14 at 08:07:40, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1020.53, max: 1057.88
Date: 11-14 at 08:08:47, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1018.16, max: 1047.10
Date: 11-14 at 08:09:56, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 879.89, best obj: 990.08(9), mean: 1014.09, max: 1022.32
