Date: 07-07 at 13:19:54, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1503.27(17) mean: 2446.59, max: 2928.91
Date: 07-07 at 13:21:03, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1396.15(18) mean: 1950.96, max: 2831.09
Date: 07-07 at 13:22:20, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1345.02(17) mean: 1861.14, max: 2854.95
Date: 07-07 at 13:23:33, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1330.54(16) mean: 1617.26, max: 2804.47
Date: 07-07 at 13:24:46, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1319.38(16) mean: 1495.62, max: 1616.93
Date: 07-07 at 13:25:58, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1314.62(16) mean: 1529.35, max: 1660.60
Date: 07-07 at 13:27:07, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1310.47(16) mean: 1526.93, max: 1721.41
Date: 07-07 at 13:28:23, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1310.47(16) mean: 1413.23, max: 1501.99
Date: 07-07 at 13:29:30, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1310.47(16) mean: 1438.39, max: 1563.04
Date: 07-07 at 13:30:45, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1310.47(16) mean: 1412.15, max: 1583.60
Date: 07-07 at 13:31:56, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1273.80(15) mean: 1367.73, max: 1463.39
Date: 07-07 at 13:33:15, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.75(15) mean: 1331.70, max: 1398.66
Date: 07-07 at 13:34:16, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.75(15) mean: 1368.02, max: 1447.18
Date: 07-07 at 13:35:18, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.75(15) mean: 1391.02, max: 1476.45
Date: 07-07 at 13:36:36, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.75(15) mean: 1335.70, max: 1478.99
Date: 07-07 at 13:37:46, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1259.75(15) mean: 1309.36, max: 1396.39
Date: 07-07 at 13:39:06, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1255.05(15) mean: 1337.70, max: 1591.73
Date: 07-07 at 13:40:08, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1213.62 best obj: 1250.58(15) mean: 1386.14, max: 1633.95
