Date: 07-04 at 22:20:10, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1727.32(6) mean: 4095.93, max: 5089.01
Date: 07-04 at 22:22:00, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1667.56(6) mean: 3601.74, max: 4790.04
Date: 07-04 at 22:23:47, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1659.79(6) mean: 3259.44, max: 4374.19
Date: 07-04 at 22:25:39, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1659.79(6) mean: 3227.87, max: 4269.02
Date: 07-04 at 22:27:28, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1659.79(6) mean: 2417.61, max: 3404.61
Date: 07-04 at 22:29:12, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1592.46(10) mean: 1697.95, max: 1829.04
Date: 07-04 at 22:30:57, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1544.43(10) mean: 1754.47, max: 1887.02
Date: 07-04 at 22:32:43, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1544.43(10) mean: 1764.56, max: 1923.29
Date: 07-04 at 22:34:28, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1544.43(10) mean: 1669.72, max: 1726.88
Date: 07-04 at 22:36:18, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1544.43(10) mean: 1726.55, max: 1804.51
Date: 07-04 at 22:38:08, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1542.84(12) mean: 1697.17, max: 1809.02
Date: 07-04 at 22:39:51, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1512.48(11) mean: 1685.62, max: 1834.52
Date: 07-04 at 22:41:38, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1510.56(10) mean: 1669.18, max: 1905.46
Date: 07-04 at 22:43:28, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1501.87(10) mean: 1689.79, max: 1902.07
Date: 07-04 at 22:45:18, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1501.87(10) mean: 1711.63, max: 1936.43
Date: 07-04 at 22:47:09, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1501.87(10) mean: 1669.17, max: 1864.99
Date: 07-04 at 22:48:59, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1485.87(10) mean: 1614.33, max: 1867.95
Date: 07-04 at 22:50:48, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1476.53(10) mean: 1617.33, max: 1755.16
Date: 07-04 at 22:52:35, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1476.53(10) mean: 1700.25, max: 1889.69
Date: 07-04 at 22:54:20, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1476.53(10) mean: 1553.24, max: 1645.72
Date: 07-04 at 22:56:09, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1476.53(10) mean: 1561.49, max: 1662.05
Date: 07-04 at 22:58:01, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1476.53(10) mean: 1528.79, max: 1645.72
