Date: 07-03 at 23:47:21, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1766.91(12) mean: 4107.80, max: 5089.01
Date: 07-03 at 23:49:05, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1605.42(11) mean: 4014.53, max: 4887.53
Date: 07-03 at 23:50:55, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1540.49(11) mean: 3479.18, max: 4555.15
Date: 07-03 at 23:52:44, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1517.10(10) mean: 3280.53, max: 4535.74
Date: 07-03 at 23:54:40, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1506.05(13) mean: 3302.85, max: 4536.82
Date: 07-03 at 23:56:29, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1464.45(13) mean: 2933.35, max: 4404.78
Date: 07-03 at 23:58:21, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1446.09(12) mean: 2922.49, max: 4344.67
Date: 07-04 at 00:00:17, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1446.09(12) mean: 2370.17, max: 3705.74
Date: 07-04 at 00:02:02, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1446.09(12) mean: 2095.57, max: 3113.77
Date: 07-04 at 00:03:52, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1446.09(12) mean: 1615.85, max: 1785.93
Date: 07-04 at 00:05:36, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1446.09(12) mean: 1523.93, max: 1614.61
Date: 07-04 at 00:07:25, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1439.57(12) mean: 1665.69, max: 1965.75
Date: 07-04 at 00:09:06, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1419.10(11) mean: 1724.86, max: 2005.07
Date: 07-04 at 00:10:47, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1412.63(11) mean: 1684.62, max: 2034.45
Date: 07-04 at 00:12:32, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1411.91(11) mean: 1554.66, max: 1702.62
Date: 07-04 at 00:14:16, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1411.91(11) mean: 1506.24, max: 1751.19
Date: 07-04 at 00:16:00, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1411.91(11) mean: 1556.15, max: 1807.73
Date: 07-04 at 00:17:40, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1411.91(11) mean: 1490.13, max: 1828.70
Date: 07-04 at 00:19:17, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1411.91(11) mean: 1492.21, max: 1830.27
Date: 07-04 at 00:20:57, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1411.91(11) mean: 1594.50, max: 1805.55
Date: 07-04 at 00:22:31, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1395.60(11) mean: 1474.63, max: 1734.89
Date: 07-04 at 00:24:14, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1392.72(11) mean: 1479.76, max: 1715.92
Date: 07-04 at 00:25:54, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1374.46(11) mean: 1464.29, max: 1615.21
Date: 07-04 at 00:27:30, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1374.46(11) mean: 1499.71, max: 1685.66
Date: 07-04 at 00:29:07, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1364.63(11) mean: 1449.20, max: 1583.47
Date: 07-04 at 00:30:52, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1364.63(11) mean: 1441.10, max: 1541.77
Date: 07-04 at 00:32:35, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1363.02(11) mean: 1417.34, max: 1583.49
Date: 07-04 at 00:34:17, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1350.58(11) mean: 1420.15, max: 1598.44
Date: 07-04 at 00:35:51, iter: 31, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1350.58(11) mean: 1422.14, max: 1500.87
Date: 07-04 at 00:37:35, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1350.58(11) mean: 1399.43, max: 1471.48
Date: 07-04 at 00:39:10, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1406.75, max: 1553.52
Date: 07-04 at 00:40:58, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1395.95, max: 1441.87
Date: 07-04 at 00:42:40, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1415.22, max: 1496.52
Date: 07-04 at 00:44:19, iter: 36, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1433.92, max: 1520.57
Date: 07-04 at 00:45:54, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1400.29, max: 1436.54
Date: 07-04 at 00:47:30, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1585.61, max: 1844.31
Date: 07-04 at 00:49:08, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1488.90, max: 1777.56
Date: 07-04 at 00:50:50, iter: 41, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1420.42, max: 1507.18
Date: 07-04 at 00:52:22, iter: 42, fix: false, local: true, cut car: true, new generate: true, Khoo: 1134.91 best obj: 1346.77(11) mean: 1416.39, max: 1524.97
