Date: 03-06 at 06:33:56, particle: 15, iter: 1, fix: false, local: true, cut car: true, new generate: true, best obj: 633.48(8), mean: 1251.47, max: 1539.76
Date: 03-06 at 06:34:00, particle: 15, iter: 2, fix: false, local: true, cut car: true, new generate: true, best obj: 483.99(7), mean: 1082.28, max: 1339.97
Date: 03-06 at 06:34:15, particle: 15, iter: 3, fix: false, local: true, cut car: true, new generate: true, best obj: 461.18(7), mean: 533.58, max: 602.42
Date: 03-06 at 06:34:27, particle: 15, iter: 4, fix: false, local: true, cut car: true, new generate: true, best obj: 440.12(6), mean: 485.86, max: 562.21
Date: 03-06 at 06:34:38, particle: 15, iter: 5, fix: false, local: true, cut car: true, new generate: true, best obj: 394.52(6), mean: 444.78, max: 524.11
Date: 03-06 at 06:34:47, particle: 15, iter: 6, fix: false, local: true, cut car: true, new generate: true, best obj: 394.52(6), mean: 458.09, max: 523.38
Date: 03-06 at 06:35:01, particle: 15, iter: 7, fix: false, local: true, cut car: true, new generate: true, best obj: 393.37(6), mean: 442.09, max: 527.87
Date: 03-06 at 06:35:13, particle: 15, iter: 8, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(6), mean: 420.71, max: 462.21
Date: 03-06 at 06:35:26, particle: 15, iter: 9, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(6), mean: 415.85, max: 462.21
Date: 03-06 at 06:35:38, particle: 15, iter: 10, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 384.54, max: 433.80
Date: 03-06 at 06:35:50, particle: 15, iter: 11, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 379.66, max: 431.98
Date: 03-06 at 06:36:03, particle: 15, iter: 12, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 367.78, max: 431.25
Date: 03-06 at 06:36:18, particle: 15, iter: 15, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 1288.07, max: 1478.70
Date: 03-06 at 06:36:23, particle: 15, iter: 16, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 1019.25, max: 1208.42
Date: 03-06 at 06:36:27, particle: 15, iter: 17, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 890.91, max: 1092.01
Date: 03-06 at 06:36:42, particle: 15, iter: 18, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 536.74, max: 622.54
Date: 03-06 at 06:36:56, particle: 15, iter: 21, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 1290.98, max: 1536.42
Date: 03-06 at 06:37:01, particle: 15, iter: 22, fix: false, local: true, cut car: true, new generate: true, best obj: 363.25(5), mean: 1043.13, max: 1341.81
