Date: 07-12 at 13:03:27, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1356.97(13) mean: 3507.32, max: 3929.17
Date: 07-12 at 13:04:35, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1179.52(13) mean: 3434.68, max: 3817.26
Date: 07-12 at 13:05:42, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1162.59(13) mean: 3229.91, max: 3765.47
Date: 07-12 at 13:06:46, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1159.91(13) mean: 1385.42, max: 1523.07
Date: 07-12 at 13:07:53, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1047.81(13) mean: 1319.57, max: 1566.59
Date: 07-12 at 13:08:55, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 981.77(14) mean: 1197.74, max: 1535.57
Date: 07-12 at 13:10:00, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 953.53(13) mean: 1092.02, max: 1270.71
Date: 07-12 at 13:11:07, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 953.53(13) mean: 1046.80, max: 1219.70
Date: 07-12 at 13:12:10, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.58(13) mean: 1019.21, max: 1193.13
Date: 07-12 at 13:13:15, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.58(12) mean: 1011.44, max: 1193.13
Date: 07-12 at 13:14:18, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.58(12) mean: 1049.01, max: 1193.13
Date: 07-12 at 13:15:22, iter: 12, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.58(12) mean: 1023.32, max: 1193.13
Date: 07-12 at 13:16:22, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.58(12) mean: 1004.87, max: 1178.49
Date: 07-12 at 13:17:25, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.58(12) mean: 1181.41, max: 1586.03
Date: 07-12 at 13:18:28, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 928.58(12) mean: 1039.82, max: 1328.56
Date: 07-12 at 13:19:28, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 983.96, max: 1159.21
Date: 07-12 at 13:20:32, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 977.65, max: 1129.32
Date: 07-12 at 13:21:35, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 963.00, max: 1057.78
Date: 07-12 at 13:22:38, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 958.27, max: 1056.48
Date: 07-12 at 13:23:38, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 943.91, max: 1017.10
Date: 07-12 at 13:24:39, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 866.00(11) mean: 1100.41, max: 1507.04
Date: 07-12 at 13:25:38, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 864.46(11) mean: 973.88, max: 1293.89
Date: 07-12 at 13:26:37, iter: 25, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 835.56(10) mean: 937.96, max: 1005.96
Date: 07-12 at 13:27:38, iter: 26, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 919.90, max: 991.73
Date: 07-12 at 13:28:42, iter: 27, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 911.11, max: 991.73
Date: 07-12 at 13:29:44, iter: 28, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 910.31, max: 995.97
Date: 07-12 at 13:30:43, iter: 29, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 890.00, max: 983.55
Date: 07-12 at 13:31:49, iter: 30, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 889.25, max: 982.78
Date: 07-12 at 13:32:50, iter: 32, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 980.41, max: 1307.25
Date: 07-12 at 13:33:50, iter: 33, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 943.21, max: 1256.66
Date: 07-12 at 13:34:49, iter: 34, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 901.75, max: 1066.91
Date: 07-12 at 13:35:52, iter: 35, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 877.38, max: 925.63
Date: 07-12 at 13:36:56, iter: 37, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 901.70, max: 1094.75
Date: 07-12 at 13:37:55, iter: 38, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 869.57, max: 925.63
Date: 07-12 at 13:38:53, iter: 39, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 866.85, max: 935.11
Date: 07-12 at 13:39:53, iter: 40, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 863.00, max: 926.40
Date: 07-12 at 13:40:58, iter: 42, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 896.51, max: 1253.67
Date: 07-12 at 13:41:56, iter: 43, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 873.48, max: 1225.13
Date: 07-12 at 13:42:55, iter: 44, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 853.25, max: 967.10
Date: 07-12 at 13:43:56, iter: 45, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 854.21, max: 982.32
Date: 07-12 at 13:44:59, iter: 47, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 854.50, max: 1044.25
Date: 07-12 at 13:45:59, iter: 48, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 844.43, max: 893.26
Date: 07-12 at 13:47:03, iter: 49, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 843.65, max: 892.44
Date: 07-12 at 13:47:57, iter: 50, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 834.64(10) mean: 841.60, max: 880.65
