Date: 12-10 at 05:34:37, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 1247.02(4), mean: 3212.59, max: 3844.29
Date: 12-10 at 05:35:11, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 1074.49(6), mean: 2675.55, max: 3467.14
Date: 12-10 at 05:35:48, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 845.17(6), mean: 2217.04, max: 3104.61
Date: 12-10 at 05:36:23, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 839.76(6), mean: 1719.11, max: 2541.45
Date: 12-10 at 05:37:03, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 832.35(6), mean: 1699.06, max: 2467.85
Date: 12-10 at 05:37:39, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 828.80(6), mean: 1244.77, max: 1839.23
Date: 12-10 at 05:38:22, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 828.80(6), mean: 1229.89, max: 1875.16
Date: 12-10 at 05:39:01, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 828.80(6), mean: 863.86, max: 969.56
Date: 12-10 at 05:39:43, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 811.08(6), mean: 889.02, max: 1002.88
Date: 12-10 at 05:40:20, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 801.13(6), mean: 866.80, max: 950.51
Date: 12-10 at 05:41:00, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 798.31(6), mean: 898.12, max: 981.55
Date: 12-10 at 05:41:41, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 798.31(6), mean: 857.84, max: 988.38
Date: 12-10 at 05:42:26, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 795.55(6), mean: 820.61, max: 868.07
Date: 12-10 at 05:43:07, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 795.55(6), mean: 826.35, max: 898.98
Date: 12-10 at 05:43:40, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 793.95(6), mean: 852.31, max: 936.94
Date: 12-10 at 05:44:14, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 788.06(6), mean: 795.50, max: 799.18
Date: 12-10 at 05:44:56, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 788.06(6), mean: 816.34, max: 828.70
Date: 12-10 at 05:45:32, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 788.06(6), mean: 795.45, max: 800.23
Date: 12-10 at 05:46:02, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 788.06(6), mean: 830.69, max: 837.98
Date: 12-10 at 05:46:42, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.78(6), mean: 779.30, max: 807.89
Date: 12-10 at 05:47:19, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.78(6), mean: 774.29, max: 788.06
Date: 12-10 at 05:47:58, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 774.08, max: 788.06
Date: 12-10 at 05:48:34, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 774.08, max: 788.06
Date: 12-10 at 05:49:10, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 774.08, max: 788.06
Date: 12-10 at 05:49:54, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 775.40, max: 807.89
Date: 12-10 at 05:50:37, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 794.13, max: 807.89
Date: 12-10 at 05:51:15, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 824.89, max: 839.28
Date: 12-10 at 05:51:55, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 775.09, max: 789.09
Date: 12-10 at 05:52:40, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 776.70, max: 817.35
Date: 12-10 at 05:53:25, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 776.74, max: 809.22
Date: 12-10 at 05:54:00, #particle: 15, iter: 31, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 774.57, max: 804.57
Date: 12-10 at 05:54:35, #particle: 15, iter: 32, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 772.10(6), mean: 772.10, max: 772.10
