Date: 12-10 at 07:40:47, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 1091.79(4), mean: 3310.39, max: 4199.91
Date: 12-10 at 07:41:12, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 940.44(4), mean: 2525.47, max: 3495.25
Date: 12-10 at 07:41:39, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 907.99(4), mean: 1969.25, max: 2476.04
Date: 12-10 at 07:42:07, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 905.56(4), mean: 1783.68, max: 2367.61
Date: 12-10 at 07:42:47, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 905.56(4), mean: 1045.91, max: 1438.63
Date: 12-10 at 07:43:15, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 905.56(4), mean: 1081.40, max: 1469.36
Date: 12-10 at 07:43:45, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 905.56(4), mean: 955.98, max: 1015.23
Date: 12-10 at 07:44:16, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 905.56(4), mean: 953.25, max: 1000.32
Date: 12-10 at 07:44:54, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 887.13(5), mean: 932.17, max: 973.70
Date: 12-10 at 07:45:23, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 870.44(5), mean: 974.84, max: 1060.59
Date: 12-10 at 07:45:49, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 868.79(5), mean: 1012.01, max: 1091.54
Date: 12-10 at 07:46:24, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 860.93(5), mean: 879.87, max: 961.86
Date: 12-10 at 07:46:57, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 854.88(5), mean: 920.91, max: 940.67
Date: 12-10 at 07:47:33, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 854.88(5), mean: 880.54, max: 941.23
Date: 12-10 at 07:48:06, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 854.88(5), mean: 876.03, max: 909.87
Date: 12-10 at 07:48:35, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 854.88(5), mean: 962.60, max: 1028.63
Date: 12-10 at 07:49:13, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 854.88(5), mean: 893.93, max: 931.07
Date: 12-10 at 07:49:45, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 854.88(5), mean: 887.29, max: 952.21
Date: 12-10 at 07:50:26, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 863.99, max: 890.71
Date: 12-10 at 07:51:07, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 863.14, max: 890.71
Date: 12-10 at 07:51:48, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 863.13, max: 890.71
Date: 12-10 at 07:52:15, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 915.98, max: 956.39
Date: 12-10 at 07:52:45, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 852.55, max: 856.55
Date: 12-10 at 07:53:24, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 852.30, max: 852.87
Date: 12-10 at 07:53:54, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 852.26, max: 852.26
Date: 12-10 at 07:54:35, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 852.26, max: 852.26
Date: 12-10 at 07:55:06, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 852.26, max: 852.26
Date: 12-10 at 07:55:42, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 852.26, max: 852.26
Date: 12-10 at 07:56:11, #particle: 15, iter: 29, fix: false, local: false, cut car: false, new generate: false, Khoo: 590.6, best obj: 852.26(5), mean: 852.26, max: 852.26
