Date: 01-19 at 13:40:58, #particle: 15, iter: 1, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1589.53(16), mean: 2371.55, max: 2949.61
Date: 01-19 at 13:41:46, #particle: 15, iter: 2, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1468.19(15), mean: 2125.57, max: 2901.68
Date: 01-19 at 13:42:41, #particle: 15, iter: 3, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1437.10(15), mean: 1525.07, max: 1674.23
Date: 01-19 at 13:43:28, #particle: 15, iter: 4, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1432.94(15), mean: 1591.54, max: 1749.02
Date: 01-19 at 13:44:13, #particle: 15, iter: 5, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1432.94(15), mean: 1628.12, max: 1780.42
Date: 01-19 at 13:44:59, #particle: 15, iter: 6, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1432.94(15), mean: 1680.95, max: 1862.14
Date: 01-19 at 13:45:53, #particle: 15, iter: 7, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1425.15(15), mean: 1606.86, max: 1881.26
Date: 01-19 at 13:46:37, #particle: 15, iter: 8, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1391.03(14), mean: 1634.97, max: 1814.42
Date: 01-19 at 13:47:25, #particle: 15, iter: 9, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1378.92(14), mean: 1636.31, max: 1837.42
Date: 01-19 at 13:48:18, #particle: 15, iter: 10, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1378.92(14), mean: 1512.31, max: 1674.34
Date: 01-19 at 13:49:03, #particle: 15, iter: 11, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1378.92(14), mean: 1497.13, max: 1726.75
Date: 01-19 at 13:49:50, #particle: 15, iter: 12, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1377.38(15), mean: 1455.39, max: 1553.49
Date: 01-19 at 13:50:44, #particle: 15, iter: 13, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1368.07(15), mean: 1396.42, max: 1449.06
Date: 01-19 at 13:51:27, #particle: 15, iter: 14, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1367.56(15), mean: 1415.22, max: 1481.88
Date: 01-19 at 13:52:15, #particle: 15, iter: 15, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1367.56(15), mean: 1422.77, max: 1521.45
Date: 01-19 at 13:53:06, #particle: 15, iter: 16, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1355.04(14), mean: 1378.45, max: 1418.30
Date: 01-19 at 13:53:55, #particle: 15, iter: 17, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.32(14), mean: 1412.47, max: 1441.51
Date: 01-19 at 13:54:42, #particle: 15, iter: 18, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 1399.30, max: 1518.27
Date: 01-19 at 13:55:35, #particle: 15, iter: 19, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 1391.81, max: 1554.82
Date: 01-19 at 13:56:26, #particle: 15, iter: 20, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 1387.29, max: 1468.07
Date: 01-19 at 13:57:15, #particle: 15, iter: 21, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 1371.78, max: 1428.71
Date: 01-19 at 13:58:03, #particle: 15, iter: 22, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 1365.98, max: 1375.17
Date: 01-19 at 13:58:58, #particle: 15, iter: 25, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 2623.78, max: 3108.54
Date: 01-19 at 13:59:42, #particle: 15, iter: 26, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 2372.06, max: 3023.29
Date: 01-19 at 14:00:37, #particle: 15, iter: 27, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 1848.58, max: 2736.98
Date: 01-19 at 14:01:26, #particle: 15, iter: 28, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 1838.58, max: 2653.90
Date: 01-19 at 14:02:12, #particle: 15, iter: 31, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 2474.88, max: 2981.70
Date: 01-19 at 14:03:03, #particle: 15, iter: 32, fix: false, local: false, cut car: true, new generate: true, Khoo: 1212.83, best obj: 1345.25(14), mean: 2275.23, max: 2981.96
