Date: 07-13 at 21:03:50, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 1186.52(5) mean: 3479.14, max: 4195.43
Date: 07-13 at 21:04:25, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 993.51(5) mean: 2781.61, max: 3590.20
Date: 07-13 at 21:04:58, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 941.43(4) mean: 1717.82, max: 2815.97
Date: 07-13 at 21:05:30, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 934.41(8) mean: 1078.14, max: 1318.42
Date: 07-13 at 21:06:10, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 891.51(8) mean: 1084.92, max: 1314.73
Date: 07-13 at 21:06:44, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 795.94(7) mean: 870.08, max: 1026.98
Date: 07-13 at 21:07:23, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 754.59(6) mean: 827.89, max: 1003.20
Date: 07-13 at 21:07:57, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 735.35(6) mean: 768.52, max: 811.78
Date: 07-13 at 21:08:26, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 746.28, max: 806.58
Date: 07-13 at 21:09:02, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 744.53, max: 783.14
Date: 07-13 at 21:09:35, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 736.06, max: 755.58
Date: 07-13 at 21:10:14, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 738.39, max: 774.31
Date: 07-13 at 21:10:52, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 734.14, max: 734.75
Date: 07-13 at 21:11:31, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 735.42, max: 754.09
Date: 07-13 at 21:12:08, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 734.09, max: 734.09
Date: 07-13 at 21:12:48, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 734.09, max: 734.09
Date: 07-13 at 21:13:18, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 591.56 best obj: 734.09(6) mean: 734.09, max: 734.09
