Date: 07-13 at 04:39:10, iter: 1, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1455.87(13) mean: 3481.24, max: 4216.61
Date: 07-13 at 04:40:21, iter: 2, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1124.92(13) mean: 3278.86, max: 4022.18
Date: 07-13 at 04:41:29, iter: 3, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1086.33(13) mean: 2711.58, max: 3638.29
Date: 07-13 at 04:42:37, iter: 4, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1071.08(13) mean: 1327.79, max: 1529.36
Date: 07-13 at 04:43:45, iter: 5, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 1069.72(13) mean: 1274.82, max: 1508.42
Date: 07-13 at 04:44:50, iter: 6, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 962.90(12) mean: 1148.95, max: 1422.75
Date: 07-13 at 04:45:55, iter: 7, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 960.70(12) mean: 1202.12, max: 1478.65
Date: 07-13 at 04:46:57, iter: 8, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 960.70(12) mean: 1088.44, max: 1208.65
Date: 07-13 at 04:48:05, iter: 9, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 960.70(12) mean: 1108.15, max: 1188.33
Date: 07-13 at 04:49:12, iter: 10, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 960.70(12) mean: 1146.00, max: 1235.96
Date: 07-13 at 04:50:19, iter: 11, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 960.70(12) mean: 1109.49, max: 1221.46
Date: 07-13 at 04:51:22, iter: 13, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 960.70(12) mean: 1167.43, max: 1380.20
Date: 07-13 at 04:52:26, iter: 14, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 960.70(12) mean: 1081.30, max: 1256.07
Date: 07-13 at 04:53:31, iter: 15, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 903.88(11) mean: 1029.47, max: 1140.33
Date: 07-13 at 04:54:36, iter: 16, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 894.65(11) mean: 1009.83, max: 1116.14
Date: 07-13 at 04:55:39, iter: 17, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 894.65(11) mean: 1036.12, max: 1156.69
Date: 07-13 at 04:56:43, iter: 18, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 894.65(11) mean: 982.00, max: 1068.61
Date: 07-13 at 04:57:44, iter: 19, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 882.37(12) mean: 964.82, max: 1025.57
Date: 07-13 at 04:58:50, iter: 20, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 868.59(11) mean: 951.91, max: 1010.31
Date: 07-13 at 04:59:51, iter: 21, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 940.31, max: 1005.68
Date: 07-13 at 05:00:55, iter: 22, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 934.35, max: 1005.68
Date: 07-13 at 05:01:56, iter: 23, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 954.14, max: 1036.95
Date: 07-13 at 05:02:56, iter: 24, fix: false, local: true, cut car: true, new generate: true, Khoo: 828.94 best obj: 860.21(11) mean: 953.82, max: 1036.95
