Date: 08-01 at 21:59:23, #particle: 15, iter: 1, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 954.80(9), mean: 2658.46, max: 3693.85
Date: 08-01 at 22:00:24, #particle: 15, iter: 2, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 914.99(9), mean: 2117.52, max: 3203.82
Date: 08-01 at 22:01:24, #particle: 15, iter: 3, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 914.99(9), mean: 1706.62, max: 2910.97
Date: 08-01 at 22:02:21, #particle: 15, iter: 4, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 914.99(9), mean: 1287.85, max: 2208.36
Date: 08-01 at 22:03:24, #particle: 15, iter: 5, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 914.99(9), mean: 1111.97, max: 1875.53
Date: 08-01 at 22:04:29, #particle: 15, iter: 6, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 914.99(9), mean: 979.41, max: 1058.44
Date: 08-01 at 22:05:35, #particle: 15, iter: 7, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 879.77(8), mean: 940.02, max: 1007.89
Date: 08-01 at 22:06:37, #particle: 15, iter: 8, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 873.67(8), mean: 938.21, max: 1037.51
Date: 08-01 at 22:07:43, #particle: 15, iter: 9, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 872.17(8), mean: 916.20, max: 990.33
Date: 08-01 at 22:08:43, #particle: 15, iter: 10, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 871.14(8), mean: 946.60, max: 1016.41
Date: 08-01 at 22:09:50, #particle: 15, iter: 11, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 871.14(8), mean: 939.72, max: 1047.34
Date: 08-01 at 22:10:55, #particle: 15, iter: 12, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 871.14(8), mean: 916.78, max: 975.23
Date: 08-01 at 22:12:01, #particle: 15, iter: 13, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 863.57(8), mean: 918.04, max: 1008.23
Date: 08-01 at 22:13:08, #particle: 15, iter: 14, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 863.39(8), mean: 909.27, max: 964.57
Date: 08-01 at 22:14:11, #particle: 15, iter: 15, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 863.39(8), mean: 912.95, max: 1001.08
Date: 08-01 at 22:15:14, #particle: 15, iter: 16, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 859.57(8), mean: 906.51, max: 949.63
Date: 08-01 at 22:16:19, #particle: 15, iter: 17, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 859.57(8), mean: 906.54, max: 965.31
Date: 08-01 at 22:17:25, #particle: 15, iter: 18, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 859.57(8), mean: 889.85, max: 917.08
Date: 08-01 at 22:18:24, #particle: 15, iter: 19, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 882.69, max: 923.97
Date: 08-01 at 22:19:28, #particle: 15, iter: 20, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 873.38, max: 905.36
Date: 08-01 at 22:20:34, #particle: 15, iter: 21, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 874.21, max: 905.36
Date: 08-01 at 22:21:33, #particle: 15, iter: 22, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 876.38, max: 911.37
Date: 08-01 at 22:22:31, #particle: 15, iter: 23, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 873.44, max: 905.36
Date: 08-01 at 22:23:33, #particle: 15, iter: 24, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 873.44, max: 905.36
Date: 08-01 at 22:24:38, #particle: 15, iter: 25, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 876.41, max: 911.86
Date: 08-01 at 22:25:40, #particle: 15, iter: 26, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 874.16, max: 904.91
Date: 08-01 at 22:26:37, #particle: 15, iter: 27, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 880.93, max: 952.81
Date: 08-01 at 22:27:38, #particle: 15, iter: 28, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 871.29, max: 904.63
Date: 08-01 at 22:28:45, #particle: 15, iter: 30, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 3126.37, max: 3733.29
Date: 08-01 at 22:29:48, #particle: 15, iter: 31, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 2221.06, max: 2940.25
Date: 08-01 at 22:30:55, #particle: 15, iter: 32, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 1020.60, max: 1131.08
Date: 08-01 at 22:31:58, #particle: 15, iter: 33, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 1011.48, max: 1174.86
Date: 08-01 at 22:32:55, #particle: 15, iter: 34, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 1016.55, max: 1219.74
Date: 08-01 at 22:33:56, #particle: 15, iter: 35, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 982.59, max: 1096.82
Date: 08-01 at 22:35:00, #particle: 15, iter: 36, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 981.78, max: 1139.11
Date: 08-01 at 22:36:04, #particle: 15, iter: 37, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 919.19, max: 977.79
Date: 08-01 at 22:37:07, #particle: 15, iter: 38, fix: false, local: false, cut car: false, new generate: true, Khoo: 735.8, best obj: 857.59(8), mean: 946.31, max: 1071.32
